CommonName,Species,Treatment_temp,Phase,Chamber,SpeciesID,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,ScientificName,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,SerialNumber,CalNum,DateTime,Date,Time,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH,Porometer_Est,Stress_Level,Stress_Week,Stress_Week_Avg_Porometer,SD_Porometer
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,7,757,153.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402402,10/21/2021 15:50,10/21/2021,1550,153.5,23.9,34.7,15,153.5,no,16,NA,51.16447335
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,8,636,124.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2202000,10/28/2021 13:36,10/28/2021,1336,124.8,21.5,28.1,12.1,124.8,no,16,NA,4.605793453
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,9,711,129.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102002,11/4/2021 13:49,11/4/2021,1349,129.2,21.4,29.1,12.8,129.2,no,16,NA,37.42864322
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,10,665,206.1,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102001,11/12/2021 9:09,11/12/2021,909,206.1,20.9,37.2,16.5,206.1,no,16,NA,5.838093296
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,11,691,108.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,11/18/2021 11:42,11/18/2021,1142,108.2,21.8,26.1,11.4,108.2,no,16,NA,23.06967707
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,12,636,268.3,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002000,11/23/2021 13:01,11/23/2021,1301,268.3,22.5,41.5,18.3,268.3,no,16,NA,41.67121309
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,13,700,151.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102100,12/2/2021 11:21,12/2/2021,1121,151.8,20.9,31.9,13.5,151.8,maybe,16,NA,32.70412818
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,14,634,169.9,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,12/9/2021 12:00,12/9/2021,1200,169.9,19.5,33.1,14.1,169.9,maybe,16,NA,28.01594784
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,15,670,130.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,1802001,12/16/2021 12:42,12/16/2021,1242,130.8,18.4,29.6,13,130.8,maybe,16,NA,22.15287792
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,16,NA,80.8,NA,alive,0,Douglas fir_heatwave,yes,LPS3038,2102002,12/23/2021 12:15,12/23/2021,1215,80.8,21.4,21.1,8.8,80.8,yes,16,NA,18.65270311
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,17,715,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,16,NA,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,18,654,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,16,NA,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,19,715,69.3,10,alive,0,Douglas fir_heatwave,yes,LPS2668,1903801,1/14/2022 10:13,1/14/2022,1013,69.3,20.2,31.5,15,69.3,yes,16,NA,14.35142269
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,20,650,120.9,10,alive,0,Douglas fir_heatwave,yes,LPS3038,1902300,1/20/2022 9:49,1/20/2022,949,120.9,20.6,31.1,13.8,120.9,yes,16,NA,89.28842777
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,21,703,104.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,1802000,1/27/2022 8:38,1/27/2022,838,104.5,18.8,27.1,12.5,104.5,yes,16,NA,8.56757453
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,22,630,49.2,25,alive,0,Douglas fir_heatwave,yes,LPS2668,1803502,2/3/2022 10:18,2/3/2022,1018,49.2,17.5,23.2,10.6,49.2,yes,16,NA,28.33554893
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,23,672,53.7,10,alive,0,Douglas fir_heatwave,yes,LPS2668,2003204,2/10/2022 9:37,2/10/2022,937,53.7,20.4,24.6,12.1,53.7,yes,16,NA,27.04483931
Douglas fir,PSME,Ambient_HW,1,2,PSME05,Watered,yes,7.72,385,4,7.56,Pseudotsuga menziesii,24,606,88.6,25,alive,0,Douglas fir_heatwave,yes,LPS3038,2002300,2/17/2022 10:17,2/17/2022,1017,88.6,19.6,25.4,11.3,88.6,yes,16,NA,20.97236277
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,1,714,52.9,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2503002,9/10/2021 13:55,9/10/2021,1355,52.9,24.9,21,9,52.9,no,15,9.6,66.89194936
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,2,707,144,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402902,9/17/2021 11:01,9/17/2021,1101,144,25.3,38,17.6,144,no,15,9.6,77.61278532
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,3,686,128.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302801,9/23/2021 15:11,9/23/2021,1511,128.2,22.8,34.6,15.3,128.2,no,15,9.6,78.0442581
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,4,674,247,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302602,10/1/2021 11:14,10/1/2021,1114,247,23.5,44.3,19.3,247,no,15,9.6,52.10346544
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,5,656,141.3,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302402,10/8/2021 14:07,10/8/2021,1407,141.3,23.2,34.2,15.6,141.3,no,15,9.6,52.13317242
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,6,628,73.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002202,10/14/2021 10:56,10/14/2021,1056,73.6,20.8,21.3,9,73.6,no,15,9.6,87.9025401
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,7,626,75.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402402,10/21/2021 15:36,10/21/2021,1536,75.5,24.2,21.8,8.4,75.5,no,15,9.6,29.66467409
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,8,507,85.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2202000,10/28/2021 14:04,10/28/2021,1404,85.5,22.2,22,9.3,85.5,no,15,9.6,29.44578634
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,9,474,200.4,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102002,11/4/2021 13:56,11/4/2021,1356,200.4,22.1,36.5,16,200.4,no,15,9.6,50.83291147
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,10,439,155.4,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102001,11/12/2021 9:12,11/12/2021,912,155.4,20.9,32.1,14,155.4,maybe,15,9.6,30.04526955
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,11,403,81.1,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,11/18/2021 11:55,11/18/2021,1155,81.1,21.4,20,7.5,81.1,maybe,15,9.6,14.54289059
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,12,379,145.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002000,11/23/2021 13:17,11/23/2021,1317,145.6,22.5,31.1,13.7,145.6,maybe,15,9.6,34.20147008
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,13,365,72.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102100,12/2/2021 10:27,12/2/2021,1027,72.2,20.7,20,8.1,72.2,maybe,15,9.6,36.97952737
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,14,353,109.1,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,12/9/2021 12:04,12/9/2021,1204,109.1,19.4,25.9,11.2,109.1,maybe,15,9.6,13.1183544
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,15,345,95.4,25,alive,0,Douglas fir_heatwave,yes,LPS3038,1802001,12/16/2021 12:49,12/16/2021,1249,95.4,18.3,24.6,10.9,95.4,yes,15,9.6,12.56929681
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,16,NA,52.6,NA,alive,0,Douglas fir_heatwave,yes,LPS3038,2102002,12/23/2021 12:34,12/23/2021,1234,52.6,21.8,15,5.9,52.6,yes,15,9.6,5.03150077
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,17,337,NA,50,alive,0,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,15,9.6,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,18,333,NA,75,alive,0,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,15,9.6,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,19,331,35.4,50,dead,1,Douglas fir_heatwave,yes,LPS2668,1903801,1/14/2022 10:14,1/14/2022,1014,35.4,20.2,20.7,9.8,35.4,yes,15,9.6,4.066680328
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,20,330,66.4,75,dead,1,Douglas fir_heatwave,yes,LPS3038,1902300,1/20/2022 10:03,1/20/2022,1003,66.4,20.6,20.8,8.7,66.4,yes,15,9.6,10.75063306
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,21,328,62.7,75,dead,1,Douglas fir_heatwave,yes,LPS3038,1802000,1/27/2022 8:41,1/27/2022,841,62.7,18.8,18.6,8.1,62.7,yes,15,9.6,5.07964347
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,22,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,15,9.6,11.79473046
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,23,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,15,9.6,10.15091129
Douglas fir,PSME,Ambient_HW,1,2,PSME06,Drought,yes,7.15,451,4,6.46,Pseudotsuga menziesii,24,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,15,9.6,0
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,1,592,242.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2503002,9/10/2021 14:53,9/10/2021,1453,242.8,26.1,47,21.4,242.8,no,8,9.6,66.89194936
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,2,586,146.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402902,9/17/2021 12:45,9/17/2021,1245,146.6,24.1,38.6,18,146.6,no,8,9.6,77.61278532
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,3,547,328.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302801,9/23/2021 15:47,9/23/2021,1547,328.2,23.9,50.8,23,328.2,no,8,9.6,78.0442581
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,4,521,246.7,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302602,10/1/2021 11:32,10/1/2021,1132,246.7,23.7,44.8,20.1,246.7,no,8,9.6,52.10346544
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,5,483,156.4,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302402,10/8/2021 14:24,10/8/2021,1424,156.4,24.4,36.3,16.8,156.4,no,8,9.6,52.13317242
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,6,435,301.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002202,10/14/2021 11:28,10/14/2021,1128,301.8,22.2,45.2,20.1,301.8,no,8,9.6,87.9025401
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,7,405,171.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402402,10/21/2021 16:00,10/21/2021,1600,171.6,24.2,36.8,16.1,171.6,maybe,8,9.6,29.66467409
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,8,337,65.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2202000,10/28/2021 13:51,10/28/2021,1351,65.2,22,17.9,7.3,65.2,yes,8,9.6,29.44578634
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,9,330,63.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102002,11/4/2021 13:58,11/4/2021,1358,63.6,22.3,18.7,8.4,63.6,yes,8,9.6,50.83291147
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,10,322,76.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102001,11/12/2021 9:14,11/12/2021,914,76.8,20.9,20.7,8.9,76.8,yes,8,9.6,30.04526955
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,11,316,43.4,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,11/18/2021 11:52,11/18/2021,1152,43.4,21.4,12.8,5,43.4,yes,8,9.6,14.54289059
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,12,311,79.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002000,11/23/2021 13:05,11/23/2021,1305,79.5,22.7,21.1,9,79.5,yes,8,9.6,34.20147008
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,13,308,70.8,25,alive,0,Douglas fir_heatwave,yes,LPS3038,2102100,12/2/2021 10:30,12/2/2021,1030,70.8,20.9,19.8,8.1,70.8,yes,8,9.6,36.97952737
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,14,305,79.9,25,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,12/9/2021 12:06,12/9/2021,1206,79.9,19.5,21.1,9.1,79.9,yes,8,9.6,13.1183544
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,15,304,89.9,50,dead,1,Douglas fir_heatwave,yes,LPS3038,1802001,12/16/2021 12:51,12/16/2021,1251,89.9,18.4,23.8,10.6,89.9,yes,8,9.6,12.56929681
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,16,NA,35.2,NA,dead,1,Douglas fir_heatwave,yes,LPS3038,2102002,12/23/2021 12:26,12/23/2021,1226,35.2,21.5,10.3,3.6,35.2,yes,8,9.6,5.03150077
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,17,NA,NA,90,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,8,9.6,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,18,NA,NA,90,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,8,9.6,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,19,301,24.7,NA,dead,1,Douglas fir_heatwave,yes,LPS2668,1903801,1/14/2022 10:21,1/14/2022,1021,24.7,20.4,15.8,7.4,24.7,yes,8,9.6,4.066680328
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,20,299,56.6,NA,dead,1,Douglas fir_heatwave,yes,LPS3038,1902300,1/20/2022 10:14,1/20/2022,1014,56.6,20.8,18.6,7.7,56.6,yes,8,9.6,10.75063306
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,21,298,58.6,NA,dead,1,Douglas fir_heatwave,yes,LPS3038,1802000,1/27/2022 8:55,1/27/2022,855,58.6,18.8,17.5,7.5,58.6,yes,8,9.6,5.07964347
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,22,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,8,9.6,11.79473046
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,23,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,8,9.6,10.15091129
Douglas fir,PSME,Ambient_HW,1,2,PSME07,Drought,yes,6.79,390,5,8.37,Pseudotsuga menziesii,24,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,8,9.6,0
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,1,697,247.1,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2503002,9/10/2021 14:49,9/10/2021,1449,247.1,26.2,47.1,21.2,247.1,no,8,9.6,66.89194936
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,2,690,342.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402902,9/17/2021 12:41,9/17/2021,1241,342.5,23.7,51.9,23.4,342.5,no,8,9.6,77.61278532
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,3,652,331.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302801,9/23/2021 15:43,9/23/2021,1543,331.2,24,50.8,22.8,331.2,no,8,9.6,78.0442581
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,4,630,353.5,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302602,10/1/2021 11:30,10/1/2021,1130,353.5,23.7,50.1,22,353.5,no,8,9.6,52.10346544
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,5,599,254.8,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2302402,10/8/2021 14:26,10/8/2021,1426,254.8,24.5,44.5,20.5,254.8,no,8,9.6,52.13317242
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,6,555,254.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002202,10/14/2021 11:30,10/14/2021,1130,254.2,22.3,42.3,18.7,254.2,no,8,9.6,87.9025401
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,7,517,130.2,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2402402,10/21/2021 15:55,10/21/2021,1555,130.2,24.1,32,13.9,130.2,maybe,8,9.6,29.66467409
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,8,424,59.3,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2202000,10/28/2021 13:43,10/28/2021,1343,59.3,21.7,16.5,6.6,59.3,yes,8,9.6,29.44578634
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,9,414,59.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102002,11/4/2021 13:52,11/4/2021,1352,59.6,21.8,17.6,7.7,59.6,yes,8,9.6,50.83291147
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,10,405,68.6,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2102001,11/12/2021 9:16,11/12/2021,916,68.6,20.9,19.2,8.2,68.6,yes,8,9.6,30.04526955
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,11,396,40.4,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,11/18/2021 11:50,11/18/2021,1150,40.4,21.5,10.9,3.4,40.4,yes,8,9.6,14.54289059
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,12,391,84.9,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2002000,11/23/2021 13:11,11/23/2021,1311,84.9,22.6,22.5,10,84.9,yes,8,9.6,34.20147008
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,13,387,56.8,25,alive,0,Douglas fir_heatwave,yes,LPS3038,2102100,12/2/2021 10:33,12/2/2021,1033,56.8,21.2,17.1,7.1,56.8,yes,8,9.6,36.97952737
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,14,385,85.6,25,alive,0,Douglas fir_heatwave,yes,LPS3038,2002001,12/9/2021 12:08,12/9/2021,1208,85.6,19.5,22.3,9.7,85.6,yes,8,9.6,13.1183544
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,15,383,97.1,25,dead,1,Douglas fir_heatwave,yes,LPS3038,1802001,12/16/2021 12:53,12/16/2021,1253,97.1,18.4,25.2,11.3,97.1,yes,8,9.6,12.56929681
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,16,NA,44.3,NA,dead,1,Douglas fir_heatwave,yes,LPS3038,2102002,12/23/2021 12:22,12/23/2021,1222,44.3,21.4,12.7,4.8,44.3,yes,8,9.6,5.03150077
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,17,382,NA,90,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,8,9.6,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,18,NA,NA,75,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,8,9.6,NA
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,19,377,26.7,75,dead,1,Douglas fir_heatwave,yes,LPS2668,1903801,1/14/2022 10:19,1/14/2022,1019,26.7,20.3,16.5,7.6,26.7,yes,8,9.6,4.066680328
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,20,375,53.5,90,dead,1,Douglas fir_heatwave,yes,LPS3038,1902300,1/20/2022 10:16,1/20/2022,1016,53.5,20.8,17.9,7.4,53.5,yes,8,9.6,10.75063306
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,21,372,58,90,dead,1,Douglas fir_heatwave,yes,LPS3038,1802000,1/27/2022 8:53,1/27/2022,853,58,18.8,17.5,7.6,58,yes,8,9.6,5.07964347
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,22,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,8,9.6,11.79473046
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,23,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,8,9.6,10.15091129
Douglas fir,PSME,Ambient_HW,1,2,PSME08,Drought,yes,6.23,394,5,8.87,Pseudotsuga menziesii,24,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,yes,8,9.6,0
Douglas fir,PSME,Ambient_HW,1,2,PSME09,Drought,yes,7.46,440,7,8.54,Pseudotsuga menziesii,1,633,80.4,10,alive,0,Douglas fir_heatwave,yes,LPS3038,2503002,9/10/2021 14:00,9/10/2021,1400,80.4,25.1,28.4,13,80.4,no,8,9.6,66.89194936
