Species,SpeciesID,Week,Phase,Chamber,ScientificName,CommonName,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Weight_g,Porometer,PercentBrown,Dead,SerialNumber,CalNum,DateTime,Date,Time,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
PIEN,PIEN16,13,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,13.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,14,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,437,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,14.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,15,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,429,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,15.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,16,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,420,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,16.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,17,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,414,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,17.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,18,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,408,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,18.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,19,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,402,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,19.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,50,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,20,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,397,NA,75,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,20.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,75,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,21,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,393,NA,75,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,21.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,22,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,391,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,22.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,23,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,23.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN16,24,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.19,305,5,6.75,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,1,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,815,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,1.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,2,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,793,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,2.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,3,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,754,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,3.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,4,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,726,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,4.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,688,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,5.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,6,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,662,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,6.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,7,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,642,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,7.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,8,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,540,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,8.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,9,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,513,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,9.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,10,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,487,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,10.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,11,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,461,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,11.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,12,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,445,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,12.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,13,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,13.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,14,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,425,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,14.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,15,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,416,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,15.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,16,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,409,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,16.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,17,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,402,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,17.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,50,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,18,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,397,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,18.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,19,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,393,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,19.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,20,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,389,NA,90,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,20.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,21,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,21.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,22,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,22.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,23,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,23.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN17,24,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,4.91,266,5,3.6,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,1,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,813,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,1.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,2,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,798,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,2.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,3,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,768,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,3.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,4,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,750,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,4.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,713,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,5.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,6,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,687,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,6.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,7,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,664,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,7.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,8,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,572,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,8.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,9,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,542,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,9.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,10,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,521,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,10.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,11,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,503,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,11.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,12,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,485,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,12.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,13,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,13.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,14,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,458,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,14.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,15,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,444,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,15.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,16,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,433,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,16.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,17,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,422,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,17.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,18,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,413,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,18.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,19,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,406,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,19.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,25,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,20,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,398,NA,50,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,20.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,50,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,21,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,392,NA,50,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,21.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,75,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,22,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,389,NA,75,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,22.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,23,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,23.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN18,24,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,6.22,300,4,6.04,NA,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,1,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,793,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,1.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,2,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,766,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,2.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,3,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,730,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,3.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,4,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,702,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,4.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,661,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,5.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,6,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,621,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,6.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,7,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,591,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,7.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,8,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,513,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,8.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,9,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,487,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,9.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,10,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,466,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,10.5,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,NA,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEN,PIEN19,11,1,3,Picea engelmannii,Engelman Spruce,Ambient_HW,Drought,no,5.99,295,4,6.44,447,NA,10,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA
