SerialNumber,CalNum,DateTime,Date,Time,Week,Species,SpeciesID,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
LPS3038,2202301,2021-10-07 14:03:00,2021-10-07,1403,7,PIED,PIED46,95.8,25,26.6,11.9
LPS3038,2202301,2021-10-07 08:29:00,2021-10-07,0829,7,PIED,PIED47,67.5,23.1,20.7,8.8
LPS3038,2202301,2021-10-07 08:53:00,2021-10-07,0853,7,PIED,PIED49,68.7,24.4,20.9,8.9
LPS3038,2202301,2021-10-07 12:32:00,2021-10-07,1232,7,PIPO,PIPO01,117.9,24.6,30,13.4
LPS3038,2202301,2021-10-07 12:27:00,2021-10-07,1227,7,PIPO,PIPO02,62.1,24.6,19.9,8.8
LPS3038,2202301,2021-10-07 12:44:00,2021-10-07,1244,7,PIPO,PIPO04,63.7,24.9,20.8,9.5
LPS3038,2202301,2021-10-07 12:52:00,2021-10-07,1252,7,PIPO,PIPO05,72.8,24.9,22.6,10.3
LPS3038,2202301,2021-10-07 12:22:00,2021-10-07,1222,7,PIPO,PIPO08,58.4,24.7,19.4,8.8
LPS3038,2202301,2021-10-07 12:38:00,2021-10-07,1238,7,PIPO,PIPO11,80.3,24.9,23.8,10.7
LPS3038,2202301,2021-10-07 12:53:00,2021-10-07,1253,7,PIPO,PIPO12,131.4,25,31.9,14.3
LPS3038,2202301,2021-10-07 12:30:00,2021-10-07,1230,7,PIPO,PIPO15,94.7,24.6,26.9,12.4
LPS3038,2202301,2021-10-07 12:47:00,2021-10-07,1247,7,PIPO,PIPO17,80.5,24.9,24.1,11
LPS3038,2202301,2021-10-07 12:01:00,2021-10-07,1201,7,PIPO,PIPO18,85.3,24.1,25.1,11.4
LPS3038,2202301,2021-10-07 12:18:00,2021-10-07,1218,7,PIPO,PIPO19,137.1,24.6,32.6,14.6
LPS3038,2202301,2021-10-07 12:16:00,2021-10-07,1216,7,PIPO,PIPO20,79,24.6,24.2,11.2
LPS3038,2202301,2021-10-07 12:06:00,2021-10-07,1206,7,PIPO,PIPO21,125.4,24.4,31.4,14.3
LPS3038,2202301,2021-10-07 12:20:00,2021-10-07,1220,7,PIPO,PIPO25,86.9,24.7,25.3,11.5
LPS3038,2202301,2021-10-07 12:34:00,2021-10-07,1234,7,PIPO,PIPO26,62.1,24.7,19.9,8.7
LPS3038,2202301,2021-10-07 12:42:00,2021-10-07,1242,7,PIPO,PIPO28,69.2,24.9,22,10.1
LPS3038,2202301,2021-10-07 12:24:00,2021-10-07,1224,7,PIPO,PIPO30,69.5,24.7,21.9,10
LPS3038,2202301,2021-10-07 12:14:00,2021-10-07,1214,7,PIPO,PIPO31,48.1,24.5,16.3,7
LPS3038,2202301,2021-10-07 12:04:00,2021-10-07,1204,7,PIPO,PIPO33,97.1,24.3,27.1,12.3
LPS3038,2202301,2021-10-07 12:00:00,2021-10-07,1200,7,PIPO,PIPO35,57.8,23.9,18.4,7.7
LPS3038,2202301,2021-10-07 12:40:00,2021-10-07,1240,7,PIPO,PIPO38,109.9,24.9,28.9,13
LPS3038,2202301,2021-10-07 12:36:00,2021-10-07,1236,7,PIPO,PIPO39,84.4,24.8,24.5,10.8
LPS3038,2202301,2021-10-07 12:12:00,2021-10-07,1212,7,PIPO,PIPO40,49.8,24.4,17.1,7.6
LPS3038,2202301,2021-10-07 11:57:00,2021-10-07,1157,7,PIPO,PIPO41,68.2,23.5,20.8,8.8
LPS3038,2202301,2021-10-07 12:49:00,2021-10-07,1249,7,PIPO,PIPO46,64.1,24.9,20.6,9.3
LPS3038,2202301,2021-10-07 12:08:00,2021-10-07,1208,7,PIPO,PIPO50,101.6,24.4,27.6,12.4
LPS3038,2302402,2021-10-08 16:28:00,2021-10-08,1628,2,PIEN,PIEN03,290.6,25.1,47.1,22.2
LPS3038,2302402,2021-10-08 16:26:00,2021-10-08,1626,2,PIEN,PIEN04,227.4,25,42.8,19.9
LPS3038,2302402,2021-10-08 16:24:00,2021-10-08,1624,2,PIEN,PIEN05,182.7,25,38.7,17.8
LPS3038,2302402,2021-10-08 16:44:00,2021-10-08,1644,2,PIEN,PIEN06,155.3,24.9,36.1,16.7
LPS3038,2302402,2021-10-08 16:39:00,2021-10-08,1639,2,PIEN,PIEN07,169.5,25.1,37.4,17.2
LPS3038,2302402,2021-10-08 16:33:00,2021-10-08,1633,2,PIEN,PIEN08,121.7,25.1,32.5,15.5
LPS3038,2302402,2021-10-08 16:35:00,2021-10-08,1635,2,PIEN,PIEN09,228,25.1,43,20.2
LPS3038,2302402,2021-10-08 16:31:00,2021-10-08,1631,2,PIEN,PIEN10,171.7,25.1,38.3,18.1
LPS3038,2302402,2021-10-08 16:41:00,2021-10-08,1641,2,PIEN,PIEN11,128.2,25,33.4,16
LPS3038,2302402,2021-10-08 16:48:00,2021-10-08,1648,2,PIEN,PIEN12,356.1,24.9,50.1,23.2
LPS3038,2302402,2021-10-08 16:46:00,2021-10-08,1646,2,PIEN,PIEN13,253.2,24.9,44.5,20.6
LPS3038,2302402,2021-10-08 16:37:00,2021-10-08,1637,2,PIEN,PIEN14,243.8,25.1,44,20.5
LPS3038,2302402,2021-10-08 16:50:00,2021-10-08,1650,2,PIEN,PIEN15,280,24.8,46.3,21.5
LPS3038,2302402,2021-10-08 15:58:00,2021-10-08,1558,2,PIEN,PIEN28,233.6,25,43.6,20.6
LPS3038,2302402,2021-10-08 15:55:00,2021-10-08,1555,2,PIEN,PIEN29,157.3,25,36.7,17.4
LPS3038,2302402,2021-10-08 15:53:00,2021-10-08,1553,2,PIEN,PIEN30,134.8,25,33.7,15.7
LPS3038,2302402,2021-10-08 16:10:00,2021-10-08,1610,2,PIEN,PIEN31,211.4,25.1,41.4,19.1
LPS3038,2302402,2021-10-08 16:08:00,2021-10-08,1608,2,PIEN,PIEN32,145.7,25.2,34.8,16
LPS3038,2302402,2021-10-08 16:05:00,2021-10-08,1605,2,PIEN,PIEN33,161.9,25.1,37.4,17.8
LPS3038,2302402,2021-10-08 16:02:00,2021-10-08,1602,2,PIEN,PIEN34,218.5,25.1,42.2,19.7
LPS3038,2302402,2021-10-08 16:00:00,2021-10-08,1600,2,PIEN,PIEN35,223.4,25.1,42.1,19.3
LPS3038,2302402,2021-10-08 16:20:00,2021-10-08,1620,2,PIEN,PIEN36,339.1,25.2,49.5,23.1
LPS3038,2302402,2021-10-08 16:18:00,2021-10-08,1618,2,PIEN,PIEN37,125.2,25.2,32.9,15.6
LPS3038,2302402,2021-10-08 16:17:00,2021-10-08,1617,2,PIEN,PIEN38,177.9,25.2,38.4,17.8
LPS3038,2302402,2021-10-08 16:14:00,2021-10-08,1614,2,PIEN,PIEN39,234.9,25.2,43.3,20.2
LPS3038,2302402,2021-10-08 16:12:00,2021-10-08,1612,2,PIEN,PIEN40,235.4,25.1,43.1,19.8
LPS3038,2302402,2021-10-08 15:30:00,2021-10-08,1530,5,PIFL,PIFL03,125.5,25.1,32.4,15
LPS3038,2302402,2021-10-08 15:28:00,2021-10-08,1528,5,PIFL,PIFL04,177.7,25,38.1,17.3
LPS3038,2302402,2021-10-08 15:26:00,2021-10-08,1526,5,PIFL,PIFL05,317.2,25.1,47.7,21.6
LPS3038,2302402,2021-10-08 15:40:00,2021-10-08,1540,5,PIFL,PIFL06,99.1,24.8,28.4,13.1
LPS3038,2302402,2021-10-08 15:38:00,2021-10-08,1538,5,PIFL,PIFL07,210.4,24.9,41,18.6
LPS3038,2302402,2021-10-08 15:36:00,2021-10-08,1536,5,PIFL,PIFL08,128.8,24.9,32.6,14.9
LPS3038,2302402,2021-10-08 15:34:00,2021-10-08,1534,5,PIFL,PIFL09,118.4,25.1,31.2,14.3
LPS3038,2302402,2021-10-08 15:32:00,2021-10-08,1532,5,PIFL,PIFL10,115.5,25.1,30.6,13.9
LPS3038,2302402,2021-10-08 15:51:00,2021-10-08,1551,5,PIFL,PIFL11,156.3,25,36.3,16.9
LPS3038,2302402,2021-10-08 15:48:00,2021-10-08,1548,5,PIFL,PIFL12,213.6,24.9,41.9,19.7
LPS3038,2302402,2021-10-08 15:46:00,2021-10-08,1546,5,PIFL,PIFL13,151.7,24.9,35.7,16.6
LPS3038,2302402,2021-10-08 15:44:00,2021-10-08,1544,5,PIFL,PIFL14,182.5,24.9,39.1,18.2
LPS3038,2302402,2021-10-08 15:42:00,2021-10-08,1542,5,PIFL,PIFL15,176.7,24.8,38,17.3
LPS3038,2302402,2021-10-08 14:56:00,2021-10-08,1456,5,PIFL,PIFL28,137.2,25.2,33.9,15.7
LPS3038,2302402,2021-10-08 14:58:00,2021-10-08,1458,5,PIFL,PIFL29,129.6,25.1,33.4,15.8
LPS3038,2302402,2021-10-08 14:59:00,2021-10-08,1459,5,PIFL,PIFL30,463,25.1,53.7,24.4
LPS3038,2302402,2021-10-08 15:11:00,2021-10-08,1511,5,PIFL,PIFL31,120.3,25.1,31.5,14.5
LPS3038,2302402,2021-10-08 15:08:00,2021-10-08,1508,5,PIFL,PIFL32,142.5,25.2,34.3,15.7
LPS3038,2302402,2021-10-08 15:04:00,2021-10-08,1504,5,PIFL,PIFL33,119.8,25.2,31.9,14.9
LPS3038,2302402,2021-10-08 15:03:00,2021-10-08,1503,5,PIFL,PIFL34,126.5,25.1,32.4,14.9
LPS3038,2302402,2021-10-08 15:24:00,2021-10-08,1524,5,PIFL,PIFL35,144.5,25.1,34.8,16.1
LPS3038,2302402,2021-10-08 15:20:00,2021-10-08,1520,5,PIFL,PIFL36,170.6,24.9,37.8,17.5
LPS3038,2302402,2021-10-08 15:18:00,2021-10-08,1518,5,PIFL,PIFL37,98.8,24.9,28.2,12.9
LPS3038,2302402,2021-10-08 15:14:00,2021-10-08,1514,5,PIFL,PIFL38,283.3,25,46.7,21.9
LPS3038,2302402,2021-10-08 15:06:00,2021-10-08,1506,5,PIFL,PIFL39,173.4,25.2,38.3,18.1
LPS3038,2302402,2021-10-08 15:16:00,2021-10-08,1516,5,PIFL,PIFL40,130.4,24.9,33.3,15.7
LPS3038,2302402,2021-10-08 14:19:00,2021-10-08,1419,5,PSME,PSME03,259.8,23.9,44.7,20.4
LPS3038,2302402,2021-10-08 14:21:00,2021-10-08,1421,5,PSME,PSME04,120.4,24.1,31.7,14.6
LPS3038,2302402,2021-10-08 14:22:00,2021-10-08,1422,5,PSME,PSME05,188,24.3,39.3,18.1
LPS3038,2302402,2021-10-08 14:07:00,2021-10-08,1407,5,PSME,PSME06,141.3,23.2,34.2,15.6
LPS3038,2302402,2021-10-08 14:24:00,2021-10-08,1424,5,PSME,PSME07,156.4,24.4,36.3,16.8
LPS3038,2302402,2021-10-08 14:26:00,2021-10-08,1426,5,PSME,PSME08,254.8,24.5,44.5,20.5
LPS3038,2302402,2021-10-08 13:59:00,2021-10-08,1359,5,PSME,PSME09,103.2,22.9,29.7,14.2
LPS3038,2302402,2021-10-08 14:01:00,2021-10-08,1401,5,PSME,PSME10,157.2,22.9,36.6,17.1
LPS3038,2302402,2021-10-08 14:27:00,2021-10-08,1427,5,PSME,PSME11,123.4,24.6,32.1,14.8
LPS3038,2302402,2021-10-08 14:29:00,2021-10-08,1429,5,PSME,PSME12,196.3,24.6,40.3,18.8
LPS3038,2302402,2021-10-08 14:15:00,2021-10-08,1415,5,PSME,PSME13,225.7,23.8,42.4,19.5
LPS3038,2302402,2021-10-08 14:31:00,2021-10-08,1431,5,PSME,PSME14,230.5,24.7,42.9,19.8
LPS3038,2302402,2021-10-08 14:32:00,2021-10-08,1432,5,PSME,PSME15,228.1,24.8,42.5,19.5
LPS3038,2302402,2021-10-08 14:13:00,2021-10-08,1413,5,PSME,PSME28,170,23.6,37.4,17.1
LPS3038,2302402,2021-10-08 14:35:00,2021-10-08,1435,5,PSME,PSME29,237.4,24.8,43.2,19.8
LPS3038,2302402,2021-10-08 14:10:00,2021-10-08,1410,5,PSME,PSME30,97.3,23.4,28.4,13.3
LPS3038,2302402,2021-10-08 14:39:00,2021-10-08,1439,5,PSME,PSME31,328.6,24.8,48.7,22.4
LPS3038,2302402,2021-10-08 14:37:00,2021-10-08,1437,5,PSME,PSME32,429.4,24.8,52.8,24.3
LPS3038,2302402,2021-10-08 14:41:00,2021-10-08,1441,5,PSME,PSME33,322.4,25,48.3,22.2
LPS3038,2302402,2021-10-08 14:43:00,2021-10-08,1443,5,PSME,PSME34,173.6,25.1,38.2,17.8
LPS3038,2302402,2021-10-08 14:48:00,2021-10-08,1448,5,PSME,PSME35,273.4,25.3,45.9,21.4
LPS3038,2302402,2021-10-08 14:52:00,2021-10-08,1452,5,PSME,PSME36,222.5,25.3,42.4,19.7
LPS3038,2302402,2021-10-08 14:03:00,2021-10-08,1403,5,PSME,PSME37,265.8,23,44.8,20.2
LPS3038,2302402,2021-10-08 14:50:00,2021-10-08,1450,5,PSME,PSME38,116.2,25.3,31.2,14.6
LPS3038,2302402,2021-10-08 14:46:00,2021-10-08,1446,5,PSME,PSME39,246.6,25.2,43.5,19.6
LPS3038,2302402,2021-10-08 14:45:00,2021-10-08,1445,5,PSME,PSME40,177.7,25.1,38.2,17.5
LPS3038,2002202,2021-10-14 13:16:00,2021-10-14,1316,8,PIED,PIED01,103.9,22.8,26.9,11.7
LPS3038,2002202,2021-10-14 13:25:00,2021-10-14,1325,8,PIED,PIED03,123.4,23,29.7,13
LPS3038,2002202,2021-10-14 14:22:00,2021-10-14,1422,8,PIED,PIED04,46.8,23.3,15,6.1
LPS3038,2002202,2021-10-14 14:27:00,2021-10-14,1427,8,PIED,PIED06,72,23.4,20.9,8.8
LPS3038,2002202,2021-10-14 13:20:00,2021-10-14,1320,8,PIED,PIED07,196.7,22.9,37.9,16.8
LPS3038,2002202,2021-10-14 14:11:00,2021-10-14,1411,8,PIED,PIED10,79.4,23.1,22.9,10.1
LPS3038,2002202,2021-10-14 13:37:00,2021-10-14,1337,8,PIED,PIED12,48.2,23.3,15.4,6.4
LPS3038,2002202,2021-10-14 14:20:00,2021-10-14,1420,8,PIED,PIED13,52.1,23.2,16.4,6.7
LPS3038,2002202,2021-10-14 14:13:00,2021-10-14,1413,8,PIED,PIED15,144.9,23.1,32.9,14.8
LPS3038,2002202,2021-10-14 14:16:00,2021-10-14,1416,8,PIED,PIED16,57.6,23.1,17.8,7.5
LPS3038,2002202,2021-10-14 14:08:00,2021-10-14,1408,8,PIED,PIED17,146.3,23.2,33,14.7
LPS3038,2002202,2021-10-14 13:18:00,2021-10-14,1318,8,PIED,PIED22,60.4,22.8,18.5,7.8
LPS3038,2002202,2021-10-14 14:15:00,2021-10-14,1415,8,PIED,PIED23,48.1,23.1,15.5,6.4
LPS3038,2002202,2021-10-14 13:29:00,2021-10-14,1329,8,PIED,PIED28,53.1,23.1,16.7,6.9
LPS3038,2002202,2021-10-14 14:18:00,2021-10-14,1418,8,PIED,PIED30,115.1,23.2,28.5,12.4
LPS3038,2002202,2021-10-14 14:25:00,2021-10-14,1425,8,PIED,PIED31,50.6,23.4,16.1,6.7
LPS3038,2002202,2021-10-14 13:30:00,2021-10-14,1330,8,PIED,PIED32,50.5,23.2,16,6.6
LPS3038,2002202,2021-10-14 14:31:00,2021-10-14,1431,8,PIED,PIED33,52.4,23.5,16.5,6.8
LPS3038,2002202,2021-10-14 13:22:00,2021-10-14,1322,8,PIED,PIED34,69.8,23,20.7,8.9
LPS3038,2002202,2021-10-14 14:24:00,2021-10-14,1424,8,PIED,PIED35,46.8,23.3,14.8,5.9
LPS3038,2002202,2021-10-14 13:14:00,2021-10-14,1314,8,PIED,PIED36,193.1,22.8,37.1,16
LPS3038,2002202,2021-10-14 13:27:00,2021-10-14,1327,8,PIED,PIED38,61.7,23.1,19,8.1
LPS3038,2002202,2021-10-14 13:34:00,2021-10-14,1334,8,PIED,PIED39,166.7,23.3,34.7,15
LPS3038,2002202,2021-10-14 14:29:00,2021-10-14,1429,8,PIED,PIED43,53.3,23.4,16.9,7.1
LPS3038,2002202,2021-10-14 13:32:00,2021-10-14,1332,8,PIED,PIED46,86.6,23.2,24.1,10.6
LPS3038,2002202,2021-10-14 13:11:00,2021-10-14,1311,8,PIED,PIED49,73.5,22.8,21.2,8.9
LPS3038,2002202,2021-10-14 09:42:00,2021-10-14,0942,3,PIEN,PIEN03,144.6,20.9,32.4,14.1
LPS3038,2002202,2021-10-14 09:39:00,2021-10-14,0939,3,PIEN,PIEN04,109.4,20.9,27.6,11.9
LPS3038,2002202,2021-10-14 09:36:00,2021-10-14,0936,3,PIEN,PIEN05,160.2,21,34,14.6
LPS3038,2002202,2021-10-14 09:53:00,2021-10-14,0953,3,PIEN,PIEN06,165.5,21,34.9,15.3
LPS3038,2002202,2021-10-14 10:00:00,2021-10-14,1000,3,PIEN,PIEN07,126.3,21,30.6,13.7
LPS3038,2002202,2021-10-14 09:49:00,2021-10-14,0949,3,PIEN,PIEN08,107.9,20.9,27.7,12.1
LPS3038,2002202,2021-10-14 09:48:00,2021-10-14,0948,3,PIEN,PIEN09,161.7,20.9,34.4,15
LPS3038,2002202,2021-10-14 09:52:00,2021-10-14,0952,3,PIEN,PIEN10,79,20.9,22.9,10.1
LPS3038,2002202,2021-10-14 10:02:00,2021-10-14,1002,3,PIEN,PIEN11,157.2,21,33.8,14.6
LPS3038,2002202,2021-10-14 09:56:00,2021-10-14,0956,3,PIEN,PIEN12,180.3,21,35.9,15.4
LPS3038,2002202,2021-10-14 09:58:00,2021-10-14,0958,3,PIEN,PIEN13,174.9,21,35.9,15.8
LPS3038,2002202,2021-10-14 09:45:00,2021-10-14,0945,3,PIEN,PIEN14,202,20.9,38.2,16.6
LPS3038,2002202,2021-10-14 10:04:00,2021-10-14,1004,3,PIEN,PIEN15,100.5,21,26.5,11.6
LPS3038,2002202,2021-10-14 09:10:00,2021-10-14,0910,3,PIEN,PIEN28,125.1,21.2,30.4,13.6
LPS3038,2002202,2021-10-14 09:07:00,2021-10-14,0907,3,PIEN,PIEN29,108.9,21.2,27.8,12.2
LPS3038,2002202,2021-10-14 09:04:00,2021-10-14,0904,3,PIEN,PIEN30,96.3,21.2,25.7,11.1
LPS3038,2002202,2021-10-14 09:32:00,2021-10-14,0932,3,PIEN,PIEN31,108.2,21.1,27.8,12.3
LPS3038,2002202,2021-10-14 09:29:00,2021-10-14,0929,3,PIEN,PIEN32,76.4,21.1,22.4,9.8
LPS3038,2002202,2021-10-14 09:18:00,2021-10-14,0918,3,PIEN,PIEN33,84.6,21.2,23.7,10.3
LPS3038,2002202,2021-10-14 09:15:00,2021-10-14,0915,3,PIEN,PIEN34,127.4,21.1,30.3,13.2
LPS3038,2002202,2021-10-14 09:12:00,2021-10-14,0912,3,PIEN,PIEN35,133.5,21.2,30.9,13.3
LPS3038,2002202,2021-10-14 09:30:00,2021-10-14,0930,3,PIEN,PIEN36,227,21.1,40.1,17.4
LPS3038,2002202,2021-10-14 09:27:00,2021-10-14,0927,3,PIEN,PIEN37,93,21.1,25.5,11.3
LPS3038,2002202,2021-10-14 09:25:00,2021-10-14,0925,3,PIEN,PIEN38,70.4,21.1,21.1,9.3
LPS3038,2002202,2021-10-14 09:23:00,2021-10-14,0923,3,PIEN,PIEN39,103.9,21.1,26.9,11.7
LPS3038,2002202,2021-10-14 09:20:00,2021-10-14,0920,3,PIEN,PIEN40,127.9,21.2,30.2,12.9
LPS3038,2002202,2021-10-14 12:46:00,2021-10-14,1246,6,PIFL,PIFL03,102.9,22.7,26.6,11.5
LPS3038,2002202,2021-10-14 12:44:00,2021-10-14,1244,6,PIFL,PIFL04,167,22.6,34.6,14.8
LPS3038,2002202,2021-10-14 12:41:00,2021-10-14,1241,6,PIFL,PIFL05,248.2,22.5,41.5,18
LPS3038,2002202,2021-10-14 12:56:00,2021-10-14,1256,6,PIFL,PIFL06,84.8,22.7,23.5,10
LPS3038,2002202,2021-10-14 12:54:00,2021-10-14,1254,6,PIFL,PIFL07,128.5,22.7,30.2,13
LPS3038,2002202,2021-10-14 12:52:00,2021-10-14,1252,6,PIFL,PIFL08,114.6,22.7,28.6,12.6
LPS3038,2002202,2021-10-14 12:50:00,2021-10-14,1250,6,PIFL,PIFL09,87.8,22.7,24.1,10.4
LPS3038,2002202,2021-10-14 12:48:00,2021-10-14,1248,6,PIFL,PIFL10,127,22.7,30.1,13.1
LPS3038,2002202,2021-10-14 13:06:00,2021-10-14,1306,6,PIFL,PIFL11,105.3,23,27.1,11.8
LPS3038,2002202,2021-10-14 13:04:00,2021-10-14,1304,6,PIFL,PIFL12,134.9,23,31.2,13.6
LPS3038,2002202,2021-10-14 13:02:00,2021-10-14,1302,6,PIFL,PIFL13,131.9,23,30.8,13.4
LPS3038,2002202,2021-10-14 13:00:00,2021-10-14,1300,6,PIFL,PIFL14,159.5,22.8,33.9,14.7
LPS3038,2002202,2021-10-14 12:58:00,2021-10-14,1258,6,PIFL,PIFL15,191.6,22.8,37.2,16.3
LPS3038,2002202,2021-10-14 12:08:00,2021-10-14,1208,6,PIFL,PIFL28,114.7,22.4,28.8,12.7
LPS3038,2002202,2021-10-14 12:10:00,2021-10-14,1210,6,PIFL,PIFL29,72.4,22.4,21.3,9.3
LPS3038,2002202,2021-10-14 12:12:00,2021-10-14,1212,6,PIFL,PIFL30,97.7,22.4,25.8,11.1
LPS3038,2002202,2021-10-14 12:23:00,2021-10-14,1223,6,PIFL,PIFL31,87.7,22.4,24.3,10.6
LPS3038,2002202,2021-10-14 12:21:00,2021-10-14,1221,6,PIFL,PIFL32,107.4,22.4,27.6,12.1
LPS3038,2002202,2021-10-14 12:16:00,2021-10-14,1216,6,PIFL,PIFL33,60.3,22.4,18.7,8
LPS3038,2002202,2021-10-14 12:13:00,2021-10-14,1213,6,PIFL,PIFL34,94.7,22.4,25.3,10.9
LPS3038,2002202,2021-10-14 12:37:00,2021-10-14,1237,6,PIFL,PIFL35,111.1,22.6,27.8,11.9
LPS3038,2002202,2021-10-14 12:32:00,2021-10-14,1232,6,PIFL,PIFL36,116.7,22.8,28.8,12.6
LPS3038,2002202,2021-10-14 12:30:00,2021-10-14,1230,6,PIFL,PIFL37,105.8,22.7,27.7,12.4
LPS3038,2002202,2021-10-14 12:25:00,2021-10-14,1225,6,PIFL,PIFL38,107.4,22.5,27.5,12
LPS3038,2002202,2021-10-14 12:19:00,2021-10-14,1219,6,PIFL,PIFL39,97.3,22.4,26.2,11.7
LPS3038,2002202,2021-10-14 12:27:00,2021-10-14,1227,6,PIFL,PIFL40,86,22.6,24.2,10.7
LPS3038,2002202,2021-10-14 13:40:00,2021-10-14,1340,8,PIPO,PIPO01,152.9,23.1,33.3,14.5
LPS3038,2002202,2021-10-14 13:45:00,2021-10-14,1345,8,PIPO,PIPO02,89.8,23.2,24.5,10.6
LPS3038,2002202,2021-10-14 13:57:00,2021-10-14,1357,8,PIPO,PIPO04,45.4,23.2,14.8,6.1
LPS3038,2002202,2021-10-14 14:03:00,2021-10-14,1403,8,PIPO,PIPO05,48.6,23.3,15.8,6.8
LPS3038,2002202,2021-10-14 14:52:00,2021-10-14,1452,8,PIPO,PIPO08,40.9,23.6,13.3,5.3
LPS3038,2002202,2021-10-14 13:51:00,2021-10-14,1351,8,PIPO,PIPO11,68.3,23.2,20.4,8.8
LPS3038,2002202,2021-10-14 14:06:00,2021-10-14,1406,8,PIPO,PIPO12,51.2,23.3,16.4,6.9
LPS3038,2002202,2021-10-14 13:43:00,2021-10-14,1343,8,PIPO,PIPO15,104.6,23.1,27,11.8
LPS3038,2002202,2021-10-14 14:00:00,2021-10-14,1400,8,PIPO,PIPO17,73.9,23.3,21.5,9.2
LPS3038,2002202,2021-10-14 14:37:00,2021-10-14,1437,8,PIPO,PIPO18,92.9,23.5,25.3,11.2
LPS3038,2002202,2021-10-14 14:49:00,2021-10-14,1449,8,PIPO,PIPO19,97.1,23.6,25.8,11.2
LPS3038,2002202,2021-10-14 14:51:00,2021-10-14,1451,8,PIPO,PIPO20,68.3,23.6,20.2,8.5
LPS3038,2002202,2021-10-14 14:43:00,2021-10-14,1443,8,PIPO,PIPO21,65.3,23.6,19.5,8.2
LPS3038,2002202,2021-10-14 14:48:00,2021-10-14,1448,8,PIPO,PIPO25,57.2,23.6,17.7,7.5
LPS3038,2002202,2021-10-14 13:47:00,2021-10-14,1347,8,PIPO,PIPO26,46.4,23.2,15.2,6.4
LPS3038,2002202,2021-10-14 13:55:00,2021-10-14,1355,8,PIPO,PIPO28,61.3,23.2,19.1,8.4
LPS3038,2002202,2021-10-14 14:54:00,2021-10-14,1454,8,PIPO,PIPO30,54.3,23.5,16.7,6.8
LPS3038,2002202,2021-10-14 14:46:00,2021-10-14,1446,8,PIPO,PIPO31,51.1,23.6,16,6.5
LPS3038,2002202,2021-10-14 14:41:00,2021-10-14,1441,8,PIPO,PIPO33,79.9,23.6,22.6,9.7
LPS3038,2002202,2021-10-14 14:36:00,2021-10-14,1436,8,PIPO,PIPO35,47.4,23.5,15.2,6.2
LPS3038,2002202,2021-10-14 13:53:00,2021-10-14,1353,8,PIPO,PIPO38,47,23.2,15.5,6.6
LPS3038,2002202,2021-10-14 13:49:00,2021-10-14,1349,8,PIPO,PIPO39,56.7,23.2,18,7.8
LPS3038,2002202,2021-10-14 14:44:00,2021-10-14,1444,8,PIPO,PIPO40,54,23.6,17.1,7.3
LPS3038,2002202,2021-10-14 14:34:00,2021-10-14,1434,8,PIPO,PIPO41,58.8,23.5,18,7.5
LPS3038,2002202,2021-10-14 14:02:00,2021-10-14,1402,8,PIPO,PIPO46,57.2,23.3,17.9,7.7
LPS3038,2002202,2021-10-14 14:39:00,2021-10-14,1439,8,PIPO,PIPO50,41.9,23.5,13.7,5.5
LPS3038,2002202,2021-10-14 11:17:00,2021-10-14,1117,6,PSME,PSME03,230.9,21.5,41.3,18.9
LPS3038,2002202,2021-10-14 11:13:00,2021-10-14,1113,6,PSME,PSME04,200.8,21.2,38.4,17.1
LPS3038,2002202,2021-10-14 11:11:00,2021-10-14,1111,6,PSME,PSME05,222.6,21,40.5,18.2
LPS3038,2002202,2021-10-14 10:56:00,2021-10-14,1056,6,PSME,PSME06,73.6,20.8,21.3,9
LPS3038,2002202,2021-10-14 11:28:00,2021-10-14,1128,6,PSME,PSME07,301.8,22.2,45.2,20.1
LPS3038,2002202,2021-10-14 11:30:00,2021-10-14,1130,6,PSME,PSME08,254.2,22.3,42.3,18.7
LPS3038,2002202,2021-10-14 10:46:00,2021-10-14,1046,6,PSME,PSME09,109.2,20.3,27.5,11.7
LPS3038,2002202,2021-10-14 10:50:00,2021-10-14,1050,6,PSME,PSME10,56.4,20.5,17.5,7.3
LPS3038,2002202,2021-10-14 11:32:00,2021-10-14,1132,6,PSME,PSME11,197.5,22.4,38.1,16.9
LPS3038,2002202,2021-10-14 11:22:00,2021-10-14,1122,6,PSME,PSME12,257.7,21.9,42.4,18.7
LPS3038,2002202,2021-10-14 11:03:00,2021-10-14,1103,6,PSME,PSME13,96.4,21,25.9,11.4
LPS3038,2002202,2021-10-14 11:26:00,2021-10-14,1126,6,PSME,PSME14,245.2,22.2,41.6,18.3
LPS3038,2002202,2021-10-14 11:34:00,2021-10-14,1134,6,PSME,PSME15,187.1,22.5,37.5,17
LPS3038,2002202,2021-10-14 11:01:00,2021-10-14,1101,6,PSME,PSME28,85.5,21,24.4,11
LPS3038,2002202,2021-10-14 11:38:00,2021-10-14,1138,6,PSME,PSME29,314.3,22.4,45.8,20.2
LPS3038,2002202,2021-10-14 10:59:00,2021-10-14,1059,6,PSME,PSME30,106.5,20.9,27.3,11.8
LPS3038,2002202,2021-10-14 11:41:00,2021-10-14,1141,6,PSME,PSME31,96.6,22.2,26,11.5
LPS3038,2002202,2021-10-14 11:44:00,2021-10-14,1144,6,PSME,PSME32,208.6,22.2,38.9,17.2
