Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,18,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,18.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,19,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,19.5,NA,NA,75,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,20,402,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,20.5,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,21,403,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,21.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,22,400,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,22.5,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,1,782,87.4,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,1.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,2,807,217,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,3,741,248.9,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,3.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,4,656,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,4.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,5,651,201,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,5.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,6,595,96.4,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,7,612,100.3,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,8,552,60.4,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,8.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,9,615,85.4,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,10,581,101.6,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,10.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,11,602,97,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,11.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,12,552,68.3,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,12.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,13,603,166.1,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,13.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,14,547,75.7,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,14.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,15,609,158.3,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,15.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,16,550,60,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,16.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,17,546,81,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,17.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,18,NA,45.8,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,18.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,19,572,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,19.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,20,538,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,20.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,21,595,69.1,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,21.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,22,687,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED22,Ambient,Watered,yes,8.27,345,4,NA,22.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,1,803,136.2,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,1.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,2,772,231.4,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,3,734,293.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,3.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,4,670,232.5,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,4.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,5,609,226.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,5.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,6,578,101.8,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,7,532,117.4,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,8,457,48.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,8.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,9,445,44.9,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,10,434,66.9,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,10.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,11,422,61,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,11.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,12,413,53.8,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,12.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,13,405,41.5,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,13.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,14,403,69,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,14.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,15,402,61.8,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,15.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,16,400,67.3,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,16.5,NA,NA,50,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,17,399,93.6,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,17.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,18,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,18.5,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,19,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,19.5,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,20,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,20.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,21,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,21.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,22,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,22.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,1,822,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,1.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,2,832,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,3,783,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,3.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,4,720,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,4.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,5,764,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,5.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,6,712,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,7,759,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,8,535,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,8.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,9,608,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,10,632,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,10.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,11,644,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,11.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,12,553,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,12.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,13,582,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,13.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,14,505,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,14.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,15,566,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,15.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,16,496,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,16.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,17,506,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,17.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,18,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,18.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,19,528,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,19.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,20,487,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,20.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,21,576,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,21.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,22,489,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED24,Ambient_HW,Watered,no,7.63,305,4,NA,22.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,1,749,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,1.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,2,711,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,3,664,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,3.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,4,576,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,4.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,5,514,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,5.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,6,482,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,7,446,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,8,414,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,8.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,9,404,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,10,394,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,10.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,11,385,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,11.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,12,381,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,12.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,13,378,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,13.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,14,378,NA,75,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,14.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,15,377,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,15.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,16,376,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,16.5,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,17,376,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,17.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,18,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,18.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,19,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,19.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,20,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,20.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,21,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,21.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,22,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,22.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,1,800,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,1.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,2,748,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,3,683,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,3.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,4,602,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,4.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,5,528,NA,10,alive,0
