Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,SerialNumber,CalNum,DateTime,Date,Time,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,10,386,106.5,10,alive,0,LPS3038,2102100,2021-12-02 13:44:00,2021-12-02,1344,106.5,22.6,25.9,10.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,10.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,11,369,123.5,10,alive,0,LPS3038,2002001,2021-12-09 09:21:00,2021-12-09,0921,123.5,19.6,27.6,11.7
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,11.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,12,354,109.6,10,alive,0,LPS3038,1802001,2021-12-16 12:05:00,2021-12-16,1205,109.6,18.3,26.3,11.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,12.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,13,NA,71.6,NA,alive,0,LPS3038,2102002,2021-12-23 15:20:00,2021-12-23,1520,71.6,21.9,19.3,8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,13.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,14,338,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,14.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,15,331,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,15.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,16,326,28.5,10,alive,0,LPS2668,1903801,2022-01-14 11:37:00,2022-01-14,1137,28.5,20.7,17.4,8.1
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,16.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,17,318,78.2,10,alive,0,LPS3038,1902300,2022-01-20 12:39:00,2022-01-20,1239,78.2,20.6,23.6,10.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,17.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,18,312,38.5,50,dead,1,LPS3038,1802000,2022-01-27 10:32:00,2022-01-27,1032,38.5,19.4,12.3,4.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,18.5,NA,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,19,306,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,19.5,NA,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,20,302,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,20.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,21,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,21.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,22,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,22.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,23,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,23.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN36,Ambient,Drought,yes,4.99,274,4,3.25,24,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,1,670,124.5,10,alive,0,LPS3038,2302602,2021-10-01 15:28:00,2021-10-01,1528,124.5,23.8,32.9,14.6
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,1.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,2,655,125.2,10,alive,0,LPS3038,2302402,2021-10-08 16:18:00,2021-10-08,1618,125.2,25.2,32.9,15.6
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,2.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,3,634,93,10,alive,0,LPS3038,2002202,2021-10-14 09:27:00,2021-10-14,0927,93,21.1,25.5,11.3
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,3.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,4,620,91.2,10,alive,0,LPS3038,2302500,2021-10-22 12:36:00,2021-10-22,1236,91.2,25,25.2,9.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,4.5,NA,NA,NA,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,5,595,100.5,10,alive,0,LPS3038,2202000,2021-10-28 16:23:00,2021-10-28,1623,100.5,22.6,24.3,10.1
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,5.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,6,574,85.4,10,alive,0,LPS3038,2102002,2021-11-04 16:49:00,2021-11-04,1649,85.4,22.8,22.9,10.4
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,6.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,7,555,82.1,10,alive,0,LPS3038,2102001,2021-11-11 11:50:00,2021-11-11,1150,82.1,21.5,26.1,14.4
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,7.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,8,516,73.7,10,alive,0,LPS3038,2002001,2021-11-18 13:55:00,2021-11-18,1355,73.7,22.5,20.3,8.9
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,8.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,9,485,99.6,10,alive,0,LPS3038,2002000,2021-11-23 15:03:00,2021-11-23,1503,99.6,21.7,25.1,11.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,9.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,10,462,101.9,10,alive,0,LPS3038,2102100,2021-12-02 13:47:00,2021-12-02,1347,101.9,22.6,25.8,11.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,10.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,11,435,88.8,10,alive,0,LPS3038,2002001,2021-12-09 09:24:00,2021-12-09,0924,88.8,19.6,22.7,9.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,11.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,12,414,92,10,alive,0,LPS3038,1802001,2021-12-16 12:03:00,2021-12-16,1203,92,18.3,23.6,10.1
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,12.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,13,NA,67.6,NA,alive,0,LPS3038,2102002,2021-12-23 15:17:00,2021-12-23,1517,67.6,21.9,18.3,7.4
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,13.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,14,390,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,14.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,15,379,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,15.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,16,367,30.6,10,alive,0,LPS2668,1903801,2022-01-14 11:46:00,2022-01-14,1146,30.6,20.6,18.4,8.6
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,16.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,17,353,70.8,10,alive,0,LPS3038,1902300,2022-01-20 12:44:00,2022-01-20,1244,70.8,20.4,22.2,9.6
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,17.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,18,344,46,10,alive,0,LPS3038,1802000,2022-01-27 10:34:00,2022-01-27,1034,46,19.5,14.6,6.1
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,18.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,19,335,23.1,10,alive,0,LPS2668,1803502,2022-02-03 11:16:00,2022-02-03,1116,23.1,17.6,13.1,5.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,19.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,20,327,21.4,10,alive,0,LPS2668,2003204,2022-02-10 10:49:00,2022-02-10,1049,21.4,19.9,13,6.7
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,20.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,21,319,51.7,50,dead,1,LPS3038,2002300,2022-02-17 12:24:00,2022-02-17,1224,51.7,20.3,17.2,7.3
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,21.5,NA,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,22,315,54.2,90,dead,1,LPS3038,2002107,2022-02-24 10:24:00,2022-02-24,1024,54.2,18.5,16.1,6.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,22.5,NA,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,23,311,NA,90,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,23.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN37,Ambient,Drought,yes,5.77,280,4,4.49,24,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,1,701,169.9,10,alive,0,LPS3038,2302602,2021-10-01 15:31:00,2021-10-01,1531,169.9,23.8,38.2,16.9
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,1.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,2,686,177.9,10,alive,0,LPS3038,2302402,2021-10-08 16:17:00,2021-10-08,1617,177.9,25.2,38.4,17.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,2.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,3,661,70.4,10,alive,0,LPS3038,2002202,2021-10-14 09:25:00,2021-10-14,0925,70.4,21.1,21.1,9.3
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,3.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,4,645,119,10,alive,0,LPS3038,2302500,2021-10-22 12:23:00,2021-10-22,1223,119,25.4,29.9,12
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,4.5,NA,NA,NA,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,5,625,60.3,10,alive,0,LPS3038,2202000,2021-10-28 16:19:00,2021-10-28,1619,60.3,22.3,16.7,6.6
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,5.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,6,606,113.8,10,alive,0,LPS3038,2102002,2021-11-04 16:47:00,2021-11-04,1647,113.8,22.8,27.2,12.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,6.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,7,587,83.9,10,alive,0,LPS3038,2102001,2021-11-11 12:05:00,2021-11-11,1205,83.9,21.3,25.9,13.9
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,7.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,8,550,94.8,10,alive,0,LPS3038,2002001,2021-11-18 13:57:00,2021-11-18,1357,94.8,22.6,24.4,11
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,8.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,9,515,121.4,10,alive,0,LPS3038,2002000,2021-11-23 15:04:00,2021-11-23,1504,121.4,21.6,28.2,12.5
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,9.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,10,492,106.6,10,alive,0,LPS3038,2102100,2021-12-02 13:50:00,2021-12-02,1350,106.6,22.7,26.4,11.4
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,10.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,11,456,126.1,10,alive,0,LPS3038,2002001,2021-12-09 09:26:00,2021-12-09,0926,126.1,19.5,27.9,11.8
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,11.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,12,434,163.3,10,alive,0,LPS3038,1802001,2021-12-16 12:01:00,2021-12-16,1201,163.3,18.3,33,14.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,12.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,13,NA,56.1,NA,alive,0,LPS3038,2102002,2021-12-23 15:16:00,2021-12-23,1516,56.1,21.9,15.8,6.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,13.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,14,407,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,14.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,15,395,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,15.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,16,381,30.4,10,alive,0,LPS2668,1903801,2022-01-14 11:50:00,2022-01-14,1150,30.4,20.6,18.5,8.7
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,16.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,17,364,115.9,10,alive,0,LPS3038,1902300,2022-01-20 12:49:00,2022-01-20,1249,115.9,20.3,30.5,13.7
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,17.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,18,354,58.3,10,alive,0,LPS3038,1802000,2022-01-27 10:37:00,2022-01-27,1037,58.3,19.5,17.8,7.6
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,18.5,NA,NA,10,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,19,345,24.4,10,alive,0,LPS2668,1803502,2022-02-03 11:18:00,2022-02-03,1118,24.4,17.6,13.8,6.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,19.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,20,337,39.9,10,alive,0,LPS2668,2003204,2022-02-10 10:51:00,2022-02-10,1051,39.9,19.9,20.4,10.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,20.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,21,330,45.7,50,dead,1,LPS3038,2002300,2022-02-17 12:26:00,2022-02-17,1226,45.7,20.3,15.7,6.7
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,21.5,NA,NA,50,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,22,327,79.9,50,dead,1,LPS3038,2002107,2022-02-24 10:26:00,2022-02-24,1026,79.9,18.6,22.3,10.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,22.5,NA,NA,75,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,23,324,40,75,dead,1,LPS3038,2002000,2022-03-03 10:26:00,2022-03-03,1026,40,21.4,12.7,5.5
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,23.5,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN38,Ambient,Drought,yes,4.7,203,3,3.67,24,NA,NA,NA,dead,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN39,Ambient,Drought,yes,6.14,288,3,4.68,1,643,244.2,25,alive,0,LPS3038,2302602,2021-10-01 15:33:00,2021-10-01,1533,244.2,23.8,44.6,20
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN39,Ambient,Drought,yes,6.14,288,3,4.68,1.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN39,Ambient,Drought,yes,6.14,288,3,4.68,2,625,234.9,10,alive,0,LPS3038,2302402,2021-10-08 16:14:00,2021-10-08,1614,234.9,25.2,43.3,20.2
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN39,Ambient,Drought,yes,6.14,288,3,4.68,2.5,NA,NA,25,alive,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
