Chamber,Time,Temperature_C,WetBulb_C,PercentRH,Barometer_MB,Altitude_M,StationPressure_MB,WindSpeed_M/S,HeatIndex_C,DewPoint_C,DensityAltitude_M,WindChill_C
1,9/20/2021 16:00,26.2,23.7,82.4,928.7,726,928.8,0,29.1,22.9,1400,26.1
1,9/20/2021 16:30,26,23.4,81.3,928.7,727,928.7,0,28.5,22.5,1391,25.9
1,9/20/2021 17:00,25.9,23.5,82.5,928.7,727,928.6,0,28.5,22.6,1390,25.8
1,9/20/2021 17:30,25.6,23.2,82.3,928.7,726,928.8,0,28,22.4,1376,25.6
1,9/20/2021 18:00,25.2,22.8,82.7,929,724,929,0,27,22,1357,25.1
1,9/20/2021 18:30,24.7,22.2,81.4,929.4,721,929.4,0,26.1,21.3,1332,24.7
1,9/20/2021 19:00,24.7,22,79.5,929.7,717,929.7,0,25.8,20.9,1327,24.6
1,9/20/2021 19:30,24.6,21.6,78.3,930,715,930.1,0,25.6,20.5,1315,24.5
1,9/20/2021 20:00,24,21.2,78.6,930.5,709,930.6,0,25,20.1,1289,24
1,9/20/2021 20:30,23.6,20.8,78.4,931,706,931,0,24.5,19.6,1268,23.6
1,9/20/2021 21:00,23.3,20.5,78.2,931.5,702,931.5,0,24.2,19.3,1250,23.3
1,9/20/2021 21:30,22.9,20.1,78.2,931.5,700,931.6,0,23.7,18.9,1234,22.9
1,9/20/2021 22:00,22.6,19.8,78,931.7,700,931.7,0,23.4,18.6,1221,22.6
1,9/20/2021 22:30,22.3,19.5,78.1,932,698,932,0,22.9,18.3,1203,22.2
1,9/20/2021 23:00,21.9,19.2,78.2,932.2,695,932.2,0,22.5,17.9,1187,21.9
1,9/20/2021 23:30,21.7,19,78.1,932.2,694,932.3,0,22.3,17.7,1178,21.7
1,9/21/2021 0:00,21.5,18.7,78.3,932.2,694,932.3,0,21.9,17.5,1168,21.4
1,9/21/2021 0:30,21.3,18.6,78.3,932.5,692,932.6,0,21.7,17.3,1157,21.2
1,9/21/2021 1:00,21.3,18.6,77.9,932.9,689,932.9,0,21.7,17.3,1154,21.2
1,9/21/2021 1:30,21.2,18.6,77.9,933,688,933,0,21.7,17.2,1152,21.2
1,9/21/2021 2:00,21.4,18.6,77.7,933.2,686,933.3,0,21.8,17.3,1152,21.3
1,9/21/2021 2:30,19.1,17.1,82.8,933.4,684,933.4,0,19.3,16.1,1069,19.1
1,9/21/2021 3:00,16.7,15.1,86,933.7,683,933.6,0,16.6,14.3,972,16.6
1,9/21/2021 3:30,15.4,14.3,89,933.7,682,933.8,0,15.6,13.6,922,15.4
1,9/21/2021 4:00,14.5,13.6,91.1,934,680,934,0,14.8,13.1,885,14.5
1,9/21/2021 4:30,13.5,12.6,91.4,934,678,934.1,0,13.7,12.1,845,13.5
1,9/21/2021 5:00,13.4,12.6,92.1,934.5,676,934.5,0,13.6,12.1,836,13.3
1,9/21/2021 5:30,12.2,11.5,92.3,934.7,673,934.7,0,12.5,11,787,12.2
1,9/21/2021 6:00,10.8,10.2,93.2,934.9,672,934.9,0,11,9.8,732,10.8
1,9/21/2021 6:30,10.6,10,93.7,935.4,667,935.4,0,10.7,9.6,717,10.5
1,9/21/2021 7:00,10.7,10.1,93.3,935.7,663,935.8,0,10.8,9.7,716,10.7
1,9/21/2021 7:30,12.2,11.7,94.5,936.2,660,936.2,0,12.6,11.4,774,12.2
1,9/21/2021 8:00,14.2,13.6,94,936.5,658,936.5,0,14.5,13.2,847,14.1
1,9/21/2021 8:30,14.6,14,94,936.7,656,936.7,0,14.9,13.6,860,14.5
1,9/21/2021 9:00,14.8,14,92.8,936.7,655,936.8,0,15.1,13.6,867,14.7
1,9/21/2021 9:30,16.4,15.3,89.8,936.9,654,936.9,0,16.6,14.8,929,16.4
1,9/21/2021 10:00,18.8,17,84.5,936.7,655,936.8,0,19,16.1,1020,18.8
1,9/21/2021 10:30,19.4,17.6,84.7,936.7,655,936.7,0,19.7,16.8,1046,19.4
1,9/21/2021 11:00,19.5,17.8,85.4,936.5,657,936.6,0,19.8,17,1050,19.5
1,9/21/2021 11:30,22.7,20,78.9,936.5,657,936.5,0,23.5,18.9,1174,22.7
1,9/21/2021 12:00,26.4,22.7,74,936,661,936.1,0,28.7,21.4,1318,26.4
1,9/21/2021 12:30,27.3,23.8,75.8,935.7,664,935.7,0,30.4,22.6,1361,27.2
1,9/21/2021 13:00,27.3,24.1,77.7,935.4,667,935.4,0,30.7,23,1365,27.2
1,9/21/2021 13:30,27.3,24.2,78.4,934.9,671,934.9,0,31,23.2,1372,27.3
1,9/21/2021 14:00,27,24.2,79.6,934.5,675,934.5,0,30.6,23.2,1368,27
1,9/21/2021 14:30,27,24.1,79.4,934.2,677,934.3,0,30.4,23.1,1367,26.9
1,9/21/2021 15:00,26.7,23.8,79.3,934,679,934,0,29.8,22.8,1358,26.6
1,9/21/2021 15:30,26.5,23.6,79.1,933.7,681,933.8,0,29.3,22.6,1353,26.4
1,9/21/2021 16:00,26.1,23.3,79.4,933.7,682,933.8,0,28.8,22.3,1339,26.1
1,9/21/2021 16:30,25.9,23.1,79.5,933.5,684,933.6,0,28.2,22.1,1332,25.8
1,9/21/2021 17:00,25.8,23.1,80,933.5,684,933.5,0,28.2,22.1,1332,25.8
1,9/21/2021 17:30,25.6,22.9,79.8,933.5,684,933.6,0,27.8,21.9,1321,25.6
1,9/21/2021 18:00,25.1,22.5,80.3,933.7,683,933.6,0,26.8,21.5,1301,25.1
1,9/21/2021 18:30,24.9,22,78.3,933.7,683,933.7,0,26,20.8,1287,24.8
1,9/21/2021 19:00,24.7,21.6,76.8,933.7,681,933.8,0,25.8,20.4,1279,24.7
1,9/21/2021 19:30,24.5,21.3,75.9,934,678,934.1,0,25.4,20,1266,24.5
1,9/21/2021 20:00,24.3,21,75.1,934.2,676,934.3,0,25.1,19.6,1254,24.3
1,9/21/2021 20:30,23.9,20.6,75.1,934.5,675,934.5,0,24.6,19.2,1234,23.8
1,9/21/2021 21:00,23.4,20.2,75.2,934.5,675,934.6,0,24.1,18.8,1215,23.3
1,9/21/2021 21:30,23,19.7,75.2,934.7,673,934.8,0,23.6,18.3,1196,22.9
1,9/21/2021 22:00,22.7,19.4,74.9,934.7,673,934.8,0,23.3,18,1186,22.7
1,9/21/2021 22:30,22.5,19.3,74.5,934.7,672,934.8,0,23.1,17.8,1178,22.5
1,9/21/2021 23:00,22.1,19,75,935,669,935.1,0,22.6,17.5,1160,22.1
1,9/21/2021 23:30,21.8,18.7,75.2,935.4,667,935.4,0,22.4,17.2,1145,21.8
1,9/22/2021 0:00,21.4,18.4,75.7,935.7,665,935.7,0,21.9,16.9,1126,21.4
1,9/22/2021 0:30,21.5,18.3,74.9,935.5,666,935.6,0,21.8,16.8,1129,21.4
1,9/22/2021 1:00,21.4,18.3,74.8,935.5,665,935.6,0,21.8,16.8,1126,21.4
1,9/22/2021 1:30,21.3,18.2,74.8,935.5,667,935.5,0,21.7,16.7,1124,21.3
1,9/22/2021 2:00,21.4,18.2,74.3,935.7,664,935.7,0,21.8,16.7,1125,21.4
1,9/22/2021 2:30,19.4,16.9,78.9,935.7,665,935.6,0,19.5,15.7,1052,19.4
1,9/22/2021 3:00,16.7,15,83.8,935.7,665,935.6,0,16.7,14,951,16.7
1,9/22/2021 3:30,15.5,14.1,85.9,935.9,663,935.9,0,15.5,13.2,902,15.5
1,9/22/2021 4:00,14.6,13.3,87.5,936,661,936.1,0,14.6,12.5,862,14.5
1,9/22/2021 4:30,13.7,12.5,88.7,935.7,664,935.8,0,13.8,11.8,832,13.6
1,9/22/2021 5:00,13.4,12.4,89.4,935.5,666,935.5,0,13.6,11.7,825,13.4
1,9/22/2021 5:30,12.3,11.4,90.7,935.7,664,935.8,0,12.4,10.8,777,12.2
1,9/22/2021 6:00,11,10.3,92.3,935.7,665,935.7,0,11.1,9.8,728,10.9
1,9/22/2021 6:30,10.8,10.2,93,935.7,663,935.8,0,11,9.8,722,10.8
1,9/22/2021 7:00,10.8,10.2,93.4,936,661,936,0,10.9,9.7,717,10.7
1,9/22/2021 7:30,12.5,11.9,92.9,936.2,660,936.3,0,12.7,11.4,782,12.4
1,9/22/2021 8:00,14.3,13.3,89.7,936.7,654,936.8,0,14.5,12.7,848,14.3
1,9/22/2021 8:30,14.6,13.5,89.1,936.7,654,936.8,0,14.8,12.9,859,14.6
1,9/22/2021 9:00,14.9,13.7,88.8,936.7,655,936.7,0,15,13,869,14.8
1,9/22/2021 9:30,16.6,15.1,85.4,936.7,655,936.8,0,16.6,14.2,935,16.6
1,9/22/2021 10:00,18.9,16.8,81.3,936.5,657,936.6,0,18.9,15.7,1024,18.9
1,9/22/2021 10:30,19.7,17.5,81.3,936,662,936,0,19.8,16.4,1059,19.6
1,9/22/2021 11:00,19.6,17.7,83,935.7,664,935.7,0,19.9,16.7,1064,19.6
1,9/22/2021 11:30,23.2,20.1,75.9,935.2,668,935.3,0,23.9,18.7,1200,23.1
1,9/22/2021 12:00,26.9,22.8,70.6,934.9,671,934.9,0,29.2,21.1,1348,26.9
1,9/22/2021 12:30,27.5,23.6,73.4,934.4,676,934.4,0,30.4,22.3,1377,27.4
1,9/22/2021 13:00,27.6,23.9,74.7,933.7,681,933.8,0,31,22.7,1393,27.6
1,9/22/2021 13:30,27.3,23.9,76.2,933.2,685,933.3,0,30.6,22.8,1388,27.3
1,9/22/2021 14:00,27.2,23.8,76.7,932.9,689,932.9,0,30.3,22.7,1388,27.1
1,9/22/2021 14:30,27.1,23.7,76.4,932.4,694,932.4,0,30.3,22.6,1388,27.1
1,9/22/2021 15:00,26.9,23.6,76.4,932,697,932.1,0,29.8,22.4,1384,26.9
1,9/22/2021 15:30,26.5,23.3,76.8,931.5,701,931.6,0,29.2,22.1,1375,26.5
1,9/22/2021 16:00,26.3,23.1,76.7,931.4,702,931.4,0,28.8,21.9,1369,26.3
1,9/22/2021 16:30,26.1,22.9,76.7,931.2,704,931.2,0,28.2,21.6,1362,26
1,9/22/2021 17:00,25.9,22.7,76.7,931,706,931,0,27.8,21.5,1356,25.8
1,9/22/2021 17:30,25.5,22.4,77.1,931,706,931,0,27.1,21.2,1340,25.4
1,9/22/2021 18:00,25,22,77.7,930.7,709,930.7,0,26.1,20.8,1325,24.9
1,9/22/2021 18:30,24.8,21.4,75.3,930.7,709,930.7,0,25.7,20.1,1313,24.7
1,9/22/2021 19:00,24.7,21.1,73.2,930.7,708,930.8,0,25.5,19.6,1308,24.7
1,9/22/2021 19:30,24.5,20.8,72.3,930.9,707,930.9,0,25.2,19.2,1296,24.5
1,9/22/2021 20:00,24.1,20.4,72.1,931.2,703,931.4,0,24.8,18.8,1275,24.1
1,9/22/2021 20:30,23.7,20,72.4,931.4,703,931.4,0,24.2,18.4,1258,23.6
1,9/22/2021 21:00,23.2,19.7,72.7,931.2,704,931.3,0,23.8,18.1,1242,23.2
1,9/22/2021 21:30,22.9,19.4,72.9,931.2,703,931.3,0,23.4,17.8,1229,22.8
1,9/22/2021 22:00,22.7,19.1,72.5,931.2,704,931.2,0,23.3,17.5,1222,22.7
1,9/22/2021 22:30,22.5,19,72.5,931.2,704,931.2,0,23,17.3,1214,22.5
1,9/22/2021 23:00,22.1,18.7,73,931,706,931.1,0,22.6,17.1,1202,22.1
1,9/22/2021 23:30,21.8,18.4,73.1,930.7,707,930.8,0,22.3,16.8,1193,21.8
1,9/23/2021 0:00,21.4,18.1,73.7,931.2,704,931.2,0,21.7,16.5,1173,21.3
1,9/23/2021 0:30,21.3,17.9,73.2,931,706,931,0,21.5,16.3,1170,21.2
1,9/23/2021 1:00,21.4,18,72.6,931.2,703,931.3,0,21.7,16.3,1171,21.3
1,9/23/2021 1:30,21.4,17.9,72.4,931.2,704,931.1,0,21.7,16.2,1171,21.3
1,9/23/2021 2:00,21.2,17.8,72.5,931,706,931.1,0,21.5,16.1,1167,21.2
1,9/23/2021 2:30,19.3,16.6,77.1,930.7,708,930.7,0,19.2,15.2,1102,19.3
1,9/23/2021 3:00,16.5,14.7,82.7,930.5,711,930.5,0,16.5,13.6,997,16.5
1,9/23/2021 3:30,15.4,13.8,84.9,930.5,710,930.5,0,15.4,12.9,956,15.4
1,9/23/2021 4:00,14.4,13,86.3,930.2,714,930.2,0,14.5,12.2,921,14.4
1,9/23/2021 4:30,13.6,12.4,87.9,930.2,713,930.2,0,13.6,11.6,890,13.5
1,9/23/2021 5:00,13.3,12.2,88.5,930.5,710,930.5,0,13.4,11.4,875,13.2
1,9/23/2021 5:30,12.2,11.4,90.6,930.5,710,930.6,0,12.4,10.8,833,12.2
1,9/23/2021 6:00,10.9,10.2,92.2,930.7,707,930.8,0,11.1,9.7,780,10.9
1,9/23/2021 6:30,10.9,10.3,92.8,930.9,706,930.9,0,11,9.8,778,10.8
1,9/23/2021 7:00,10.6,10.2,94.2,931,706,931,0,10.9,9.8,768,10.6
1,9/23/2021 7:30,12.3,11.9,94.7,931.2,704,931.2,0,12.7,11.5,832,12.3
1,9/23/2021 8:00,14.6,13.5,89.2,931.4,702,931.4,0,14.7,12.8,915,14.5
1,9/23/2021 8:30,15.3,13.9,86.2,931.7,700,931.8,0,15.3,13,938,15.3
1,9/23/2021 9:00,15.8,14.2,84.1,932,697,932.1,0,15.8,13.1,953,15.8
1,9/23/2021 9:30,16.8,15,84.3,932.7,692,932.6,0,16.7,14.1,985,16.7
1,9/23/2021 10:00,18.5,16.4,81.7,933,688,933.1,0,18.3,15.3,1045,18.4
1,9/23/2021 10:30,19.8,17.2,77.9,933,688,933,0,19.9,15.9,1095,19.8
1,9/23/2021 11:00,20.4,17,71.9,933,689,933,0,20.3,15.1,1112,20.3
1,9/23/2021 11:30,23.9,19.4,66.9,932.7,690,932.8,0,24.2,17.4,1247,23.9
1,9/23/2021 12:00,26.7,21.9,67.1,932.2,694,932.4,0,28.4,20.1,1360,26.7
1,9/23/2021 12:30,27.4,23.3,70.8,932.4,694,932.4,0,30.1,21.7,1395,27.4
1,9/23/2021 13:00,27.5,23.6,72.9,932,698,932,0,30.3,22.2,1404,27.4
1,9/23/2021 13:30,27.4,23.7,74.1,931.2,703,931.3,0,30.5,22.4,1411,27.4
1,9/23/2021 14:00,28.2,20.5,51.2,931.2,704,931.1,0,28.9,17.2,1408,28.2
1,9/23/2021 14:30,28.8,25.4,77.2,930.5,709,930.6,0,34.1,24.4,1477,28.7
1,9/23/2021 15:00,29.2,25.1,72.9,929.7,716,929.8,0,34.5,23.8,1496,29.2
1,9/23/2021 15:30,28.9,24.3,69.1,929.2,722,929.2,0,33.1,22.7,1485,28.9
1,9/23/2021 16:00,28.5,23.4,66,929,724,929,0,31.4,21.5,1465,28.4
1,9/23/2021 16:30,28.1,22.6,63.6,929,724,929,0,30.2,20.5,1446,28
1,9/23/2021 17:00,26.2,21.3,66.4,928.7,726,928.7,0,27.4,19.4,1378,26.1
1,9/23/2021 17:30,25.5,21.1,68.2,928.7,726,928.7,0,26.5,19.2,1355,25.5
1,9/23/2021 18:00,25.1,20.7,68.6,928.7,727,928.7,0,25.7,18.9,1338,25
1,9/23/2021 18:30,25.2,20.4,66.2,928.7,727,928.7,0,25.7,18.4,1338,25.1
1,9/23/2021 19:00,24.9,20.2,66,929,724,929,0,25.3,18.1,1326,24.9
1,9/23/2021 19:30,24.7,20,66,929.2,722,929.2,0,24.9,17.9,1314,24.6
1,9/23/2021 20:00,24.3,19.7,66.7,929.7,717,929.7,0,24.6,17.7,1297,24.3
1,9/23/2021 20:30,23.7,19.4,67.9,929.7,716,929.8,0,24,17.4,1270,23.6
1,9/23/2021 21:00,23.6,19.2,67.5,930,714,930.1,0,23.9,17.2,1263,23.5
1,9/23/2021 21:30,23.1,18.9,68.6,930.5,711,930.5,0,23.3,17,1242,23
1,9/23/2021 22:00,23,18.9,68.5,930,714,930.1,0,23.3,16.9,1242,23
1,9/23/2021 22:30,22.5,18.6,69.7,930.2,714,930.2,0,22.9,16.7,1223,22.5
1,9/23/2021 23:00,22.1,18.3,70.3,930.4,712,930.4,0,22.5,16.5,1206,22.1
1,9/23/2021 23:30,21.8,18.1,71.2,930.5,711,930.5,0,22.1,16.3,1192,21.7
1,9/24/2021 0:00,21.5,17.9,71.5,930.5,711,930.5,0,21.9,16.1,1182,21.5
1,9/24/2021 0:30,21.5,17.8,71,930.5,710,930.5,0,21.9,16,1182,21.5
1,9/24/2021 1:00,21.7,17.9,70.1,930.5,710,930.5,0,22.1,16,1189,21.7
1,9/24/2021 1:30,21.5,17.8,71,930.7,708,930.8,0,21.9,16,1178,21.5
1,9/24/2021 2:00,21.5,17.8,70.9,930.7,709,930.7,0,21.9,16,1181,21.5
1,9/24/2021 2:30,19.2,16.4,76.2,930.7,708,930.7,0,19,14.9,1094,19.2
1,9/24/2021 3:00,16.4,14.5,81.8,930.7,708,930.8,0,16.3,13.3,990,16.4
1,9/24/2021 3:30,15.2,13.5,83.7,930.7,708,930.7,0,15.2,12.5,946,15.2
1,9/24/2021 4:00,14.4,12.9,85.3,930.7,707,930.8,0,14.3,11.9,911,14.3
1,9/24/2021 4:30,13.4,12.1,87,930.9,707,930.9,0,13.5,11.3,874,13.4
1,9/24/2021 5:00,13.3,12,86.7,930.9,706,930.9,0,13.3,11.1,869,13.2
1,9/24/2021 5:30,12.3,11.2,88.7,931,704,931.1,0,12.4,10.4,827,12.2
1,9/24/2021 6:00,10.9,10.1,91.2,931.2,704,931.2,0,11,9.5,774,10.8
1,9/24/2021 6:30,10.6,9.9,92.7,931.2,703,931.3,0,10.7,9.4,762,10.5
1,9/24/2021 7:00,10.6,10,92.5,931.4,703,931.4,0,10.8,9.5,763,10.6
1,9/24/2021 7:30,12.7,11.6,88.5,931.2,703,931.4,0,12.8,10.8,841,12.6
1,9/24/2021 8:00,14.5,13.2,86.8,931.7,700,931.8,0,14.6,12.4,908,14.5
1,9/24/2021 8:30,15,13.6,86.4,932.2,695,932.3,0,15.1,12.8,921,15
1,9/24/2021 9:00,15.1,13.7,86.5,932.2,695,932.3,0,15.1,12.8,922,15
1,9/24/2021 9:30,17,14.9,80.5,932.2,696,932.2,0,16.8,13.7,997,17
1,9/24/2021 10:00,19.5,16.9,77.6,931.7,698,931.8,0,19.5,15.5,1096,19.5
1,9/24/2021 10:30,19.6,16.9,77.6,931.7,700,931.8,0,19.6,15.6,1102,19.6
1,9/24/2021 11:00,19.7,17.1,78.4,931.7,700,931.7,0,19.6,15.8,1104,19.6
1,9/24/2021 11:30,22.8,19.4,73.9,931.7,700,931.7,0,23.3,17.9,1221,22.7
1,9/24/2021 12:00,26.6,22.1,68.3,931.2,703,931.3,0,28.4,20.3,1369,26.6
1,9/24/2021 12:30,27.5,22.7,67.3,930.9,706,930.9,0,29.8,20.9,1407,27.5
1,9/24/2021 13:00,27.5,22.8,67.8,930.7,708,930.8,0,29.7,21,1409,27.4
1,9/24/2021 13:30,27.4,22.8,68.3,930.4,711,930.4,0,29.8,21.1,1412,27.4
1,9/24/2021 14:00,27.1,22.7,69.1,930,715,930,0,29.4,21,1406,27.1
1,9/24/2021 14:30,27,22.6,69.4,929.4,720,929.4,0,29.2,20.9,1408,27
1,9/24/2021 15:00,26.8,22.5,69.8,929.2,722,929.2,0,28.9,20.9,1404,26.8
1,9/24/2021 15:30,26.5,22.3,70.3,929.2,722,929.3,0,28.5,20.7,1390,26.5
1,9/24/2021 16:00,26.3,22.1,70.2,929,723,929.1,0,28.1,20.5,1385,26.3
1,9/24/2021 16:30,26,21.9,70.7,928.9,724,928.9,0,27.6,20.3,1376,26
1,9/24/2021 17:00,25.9,21.8,71,929,724,929.1,0,27.3,20.2,1369,25.8
1,9/24/2021 17:30,25.6,21.5,70.7,929.5,719,929.5,0,26.9,19.9,1355,25.6
1,9/24/2021 18:00,25.2,21.2,71.3,929.5,719,929.5,0,26.1,19.6,1336,25.1
1,9/24/2021 18:30,24.9,20.9,70.5,929.5,718,929.6,0,25.5,19.2,1325,24.8
1,9/24/2021 19:00,24.9,20.8,69.5,930,714,930.1,0,25.6,19,1320,24.9
1,9/24/2021 19:30,24.6,20.5,69.6,930.5,710,930.6,0,25.1,18.7,1302,24.6
1,9/24/2021 20:00,24.1,20,69.9,930.7,708,930.8,0,24.6,18.3,1280,24.1
1,9/24/2021 20:30,23.7,19.7,70.1,931.4,703,931.4,0,24.2,17.9,1258,23.7
1,9/24/2021 21:00,23.4,19.5,70.5,931.5,702,931.5,0,23.8,17.7,1242,23.3
1,9/24/2021 21:30,23,19.2,71,931.5,700,931.6,0,23.5,17.4,1228,23
1,9/24/2021 22:00,22.7,19,71.3,931.7,700,931.7,0,23.2,17.2,1215,22.7
1,9/24/2021 22:30,22.4,18.8,71.8,931.5,700,931.6,0,22.7,17,1205,22.3
1,9/24/2021 23:00,22.2,18.6,72.1,931.4,702,931.4,0,22.6,16.9,1199,22.1
1,9/24/2021 23:30,21.8,18.3,72.7,931.2,703,931.3,0,22.2,16.7,1186,21.7
1,9/25/2021 0:00,21.4,18.1,73.3,931.7,700,931.7,0,21.8,16.5,1168,21.4
1,9/25/2021 0:30,21.4,18.1,73.3,931.2,704,931.1,0,21.7,16.4,1171,21.3
1,9/25/2021 1:00,21.4,18,72.8,931.4,703,931.4,0,21.7,16.3,1169,21.3
1,9/25/2021 1:30,21.5,18.1,72.3,931.4,702,931.4,0,22,16.4,1174,21.5
1,9/25/2021 2:00,21.4,18,72.7,931.4,702,931.4,0,21.7,16.2,1167,21.3
1,9/25/2021 2:30,19.4,16.5,75.8,931.5,701,931.6,0,19.2,15,1092,19.3
1,9/25/2021 3:00,16.9,14.8,80.1,931.7,700,931.8,0,16.7,13.5,997,16.9
1,9/25/2021 3:30,15.7,13.9,83.1,931.5,701,931.5,0,15.6,12.8,952,15.6
1,9/25/2021 4:00,14.7,13.1,85.3,931.5,702,931.5,0,14.6,12.2,916,14.6
1,9/25/2021 4:30,13.6,12.4,87.8,931.7,700,931.8,0,13.6,11.6,872,13.5
1,9/25/2021 5:00,13.4,12.4,89,931.7,698,931.8,0,13.6,11.7,866,13.4
1,9/25/2021 5:30,12.3,11.5,91,931.7,700,931.7,0,12.5,10.9,826,12.3
1,9/25/2021 6:00,11.1,10.3,90.7,931.9,698,931.9,0,11.3,9.6,774,11.1
1,9/25/2021 6:30,10.8,10.2,92.3,932,696,932.1,0,11,9.6,763,10.8
1,9/25/2021 7:00,10.7,10.1,92.9,932.2,695,932.3,0,10.8,9.6,755,10.7
1,9/25/2021 7:30,12.2,11.6,94.2,932.5,694,932.5,0,12.4,11.3,812,12.1
1,9/25/2021 8:00,14.2,13.6,94.2,932.7,691,932.7,0,14.5,13.3,890,14.2
1,9/25/2021 8:30,14.6,14,94,932.9,690,932.9,0,14.9,13.6,901,14.5
1,9/25/2021 9:00,14.6,14,93.8,932.7,691,932.7,0,15,13.7,908,14.6
1,9/25/2021 9:30,16.6,15.6,90.3,932.7,691,932.8,0,16.8,15,980,16.5
1,9/25/2021 10:00,18.7,17.2,86.9,932.7,692,932.7,0,18.8,16.4,1062,18.6
1,9/25/2021 10:30,19.5,17.8,85.5,932.7,692,932.6,0,19.7,17,1093,19.4
1,9/25/2021 11:00,19.6,17.8,85,932.4,694,932.4,0,19.9,17,1102,19.6
1,9/25/2021 11:30,22.7,20.1,79.4,932.2,696,932.2,0,23.6,18.9,1218,22.7
1,9/25/2021 12:00,26.5,22.6,72.4,931.5,702,931.5,0,28.7,21.2,1370,26.5
1,9/25/2021 12:30,27.4,23.2,71.2,930.9,707,930.9,0,30.2,21.7,1409,27.4
1,9/25/2021 13:00,27.6,23.3,70.7,930.5,710,930.6,0,30.3,21.8,1420,27.5
1,9/25/2021 13:30,27.3,23.1,71.2,929.9,716,929.9,0,30,21.6,1417,27.3
1,9/25/2021 14:00,27.1,23,71.1,929.4,720,929.4,0,29.6,21.5,1415,27.1
1,9/25/2021 14:30,27.1,22.8,70.8,929,724,929.1,0,29.4,21.3,1416,27
1,9/25/2021 15:00,26.9,22.7,70.5,928.7,726,928.8,0,29,21.1,1412,26.8
1,9/25/2021 15:30,26.6,22.4,70.7,928.2,730,928.3,0,28.5,20.8,1405,26.5
1,9/25/2021 16:00,26.2,22.1,70.8,928.4,729,928.4,0,28,20.5,1391,26.2
1,9/25/2021 16:30,26,21.8,70.7,928.5,729,928.5,0,27.5,20.2,1380,25.9
1,9/25/2021 17:00,25.8,21.8,71.2,928.5,728,928.5,0,27.1,20.2,1372,25.8
1,9/25/2021 17:30,25.4,21.4,71.3,928.9,724,928.9,0,26.6,19.9,1353,25.4
1,9/25/2021 18:00,25.1,21.3,71.8,929.5,718,929.6,0,26.1,19.6,1334,25.1
1,9/25/2021 18:30,25,21,71,930.5,711,930.5,0,25.7,19.4,1317,24.9
1,9/25/2021 19:00,25,20.9,70.4,931.7,700,931.7,0,25.8,19.2,1305,25
1,9/25/2021 19:30,24.6,20.7,71.3,932,698,932,0,25.1,19,1286,24.5
1,9/25/2021 20:00,24.2,20.4,72.1,932,696,932.1,0,24.9,18.9,1272,24.2
1,9/25/2021 20:30,23.7,20.2,73.3,932,696,932.1,0,24.4,18.7,1254,23.7
1,9/25/2021 21:00,23.5,20,73.7,932,697,932,0,24.1,18.5,1246,23.4
1,9/25/2021 21:30,23.1,19.7,74.6,931.7,700,931.8,0,23.6,18.3,1234,23
1,9/25/2021 22:00,22.8,19.6,75.5,931.7,698,931.8,0,23.4,18.2,1221,22.7
1,9/25/2021 22:30,22.5,19.5,76,932.2,696,932.2,0,23.2,18.1,1208,22.5
1,9/25/2021 23:00,22.1,19.1,76.8,932.4,694,932.4,0,22.7,17.8,1191,22.1
1,9/25/2021 23:30,21.8,19,77.1,932.7,690,932.8,0,22.4,17.6,1176,21.8
1,9/26/2021 0:00,21.5,18.7,77.6,932.7,691,932.8,0,22.1,17.5,1165,21.5
1,9/26/2021 0:30,21.4,18.7,78.3,932.2,694,932.3,0,21.8,17.4,1163,21.3
1,9/26/2021 1:00,21.4,18.7,78.3,932.2,694,932.3,0,21.8,17.4,1165,21.3
1,9/26/2021 1:30,21.5,18.7,77.9,932.2,696,932.2,0,22.1,17.5,1171,21.5
1,9/26/2021 2:00,21.4,18.7,78,932,696,932.1,0,21.9,17.4,1167,21.4
1,9/26/2021 2:30,19.4,17.2,80.7,931.5,700,931.6,0,19.5,16,1099,19.4
1,9/26/2021 3:00,16.9,15.2,84.5,931.5,700,931.6,0,16.9,14.3,1004,16.9
1,9/26/2021 3:30,15.7,14.4,87.8,931.4,702,931.4,0,15.7,13.7,958,15.7
1,9/26/2021 4:00,14.8,13.7,89,931.4,702,931.4,0,15,13,925,14.8
1,9/26/2021 4:30,13.8,12.9,91.1,931.2,703,931.3,0,13.9,12.3,887,13.7
1,9/26/2021 5:00,13.4,12.7,92.9,931.2,704,931.3,0,13.7,12.3,874,13.4
1,9/26/2021 5:30,12.5,11.7,92.2,931.5,701,931.5,0,12.7,11.2,833,12.4
1,9/26/2021 6:00,11,10.3,92.3,931.7,700,931.7,0,11.3,9.8,774,11
1,9/26/2021 6:30,10.8,10.2,93.1,931.7,698,931.8,0,10.9,9.7,764,10.7
1,9/26/2021 7:00,10.7,10.1,93.2,932.5,692,932.5,0,10.8,9.6,753,10.7
1,9/26/2021 7:30,12.2,11.8,95.2,932.7,692,932.7,0,12.4,11.4,811,12.1
1,9/26/2021 8:00,14,13.6,95.8,932.7,692,932.7,0,14.5,13.4,884,14
1,9/26/2021 8:30,14.6,14.3,97,932.4,694,932.4,0,15.1,14.2,913,14.6
1,9/26/2021 9:00,14.7,14.4,96.6,933,689,933,0,15.2,14.2,908,14.7
1,9/26/2021 9:30,16.5,15.9,94.3,933,689,933,0,17,15.6,980,16.5
1,9/26/2021 10:00,18.7,17.8,91.8,933,689,933,0,19,17.3,1064,18.6
