Date,Time,Conductance,Temperature_C,SpeciesID,SerialNumber,CalNum,LeafSensor_PercentRH,FilterSensor_PercentRH,DateTime
2021-10-01,1050,98.9,23,PIPO38,LPS3038,2302602,28.8,12.6,2021-10-01 10:50:00
2021-10-01,1048,101.6,23,PIPO39,LPS3038,2302602,29.4,13,2021-10-01 10:48:00
2021-10-01,1008,88.7,23.3,PIPO40,LPS3038,2302602,27.1,11.8,2021-10-01 10:08:00
2021-10-01,0953,90.1,23.6,PIPO41,LPS3038,2302602,27.3,11.9,2021-10-01 09:53:00
2021-10-01,1057,66.1,23.1,PIPO46,LPS3038,2302602,22,9.2,2021-10-01 10:57:00
2021-10-01,1013,119.1,23.4,PIPO50,LPS3038,2302602,31.8,13.8,2021-10-01 10:13:00
2021-10-01,1128,297.3,23.6,PSME03,LPS3038,2302602,47.9,21.6,2021-10-01 11:28:00
2021-10-01,1126,265.9,23.6,PSME04,LPS3038,2302602,46,20.5,2021-10-01 11:26:00
2021-10-01,1123,283.2,23.6,PSME05,LPS3038,2302602,47,21,2021-10-01 11:23:00
2021-10-01,1114,247,23.5,PSME06,LPS3038,2302602,44.3,19.3,2021-10-01 11:14:00
2021-10-01,1132,246.7,23.7,PSME07,LPS3038,2302602,44.8,20.1,2021-10-01 11:32:00
2021-10-01,1130,353.5,23.7,PSME08,LPS3038,2302602,50.1,22,2021-10-01 11:30:00
2021-10-01,1107,297.4,23.4,PSME09,LPS3038,2302602,47.4,20.8,2021-10-01 11:07:00
2021-10-01,1110,254.7,23.4,PSME10,LPS3038,2302602,45,19.9,2021-10-01 11:10:00
2021-10-01,1134,224.8,23.8,PSME11,LPS3038,2302602,43.1,19.2,2021-10-01 11:34:00
2021-10-01,1137,195,23.8,PSME12,LPS3038,2302602,40.6,18,2021-10-01 11:37:00
2021-10-01,1120,302.6,23.7,PSME13,LPS3038,2302602,48.2,21.7,2021-10-01 11:20:00
2021-10-01,1139,314.2,23.7,PSME14,LPS3038,2302602,48.7,21.9,2021-10-01 11:39:00
2021-10-01,1141,343.1,23.7,PSME15,LPS3038,2302602,50.3,22.7,2021-10-01 11:41:00
2021-10-01,1118,251,23.6,PSME28,LPS3038,2302602,44.7,19.7,2021-10-01 11:18:00
2021-10-01,1144,386.2,23.5,PSME29,LPS3038,2302602,52,23.5,2021-10-01 11:44:00
2021-10-01,1116,256.8,23.6,PSME30,LPS3038,2302602,45.1,19.9,2021-10-01 11:16:00
2021-10-01,1147,307.3,23.5,PSME31,LPS3038,2302602,48.2,21.4,2021-10-01 11:47:00
2021-10-01,1149,476.5,23.6,PSME32,LPS3038,2302602,54.6,24,2021-10-01 11:49:00
2021-10-01,1201,291.8,23.6,PSME33,LPS3038,2302602,47.4,21,2021-10-01 12:01:00
2021-10-01,1159,338.8,23.6,PSME34,LPS3038,2302602,49.8,22.2,2021-10-01 11:59:00
2021-10-01,1157,304.6,23.6,PSME35,LPS3038,2302602,48,21.2,2021-10-01 11:57:00
2021-10-01,1154,358.6,23.8,PSME36,LPS3038,2302602,50.9,22.9,2021-10-01 11:54:00
2021-10-01,1112,310.7,23.5,PSME37,LPS3038,2302602,48.6,21.8,2021-10-01 11:12:00
2021-10-01,1152,226.8,23.7,PSME38,LPS3038,2302602,43.6,19.8,2021-10-01 11:52:00
2021-10-01,1203,258.1,23.6,PSME39,LPS3038,2302602,45.6,20.5,2021-10-01 12:03:00
2021-10-01,1205,341.9,23.7,PSME40,LPS3038,2302602,50,22.3,2021-10-01 12:05:00
2021-10-07,1341,93.9,24.6,PIED01,LPS3038,2202301,26.4,11.9,2021-10-07 13:41:00
2021-10-07,1355,124,24.7,PIED03,LPS3038,2202301,30.4,13.2,2021-10-07 13:55:00
2021-10-07,1315,180,24.6,PIED04,LPS3038,2202301,37.5,17,2021-10-07 13:15:00
2021-10-07,1329,94.5,24.7,PIED06,LPS3038,2202301,26.7,12.1,2021-10-07 13:29:00
2021-10-07,1350,117,24.6,PIED07,LPS3038,2202301,29.9,13.3,2021-10-07 13:50:00
2021-10-07,1319,158,24.7,PIED10,LPS3038,2202301,34.4,14.9,2021-10-07 13:19:00
2021-10-07,1406,53.3,25,PIED12,LPS3038,2202301,17.8,7.8,2021-10-07 14:06:00
2021-10-07,1314,66.1,24.6,PIED13,LPS3038,2202301,20.7,9,2021-10-07 13:14:00
2021-10-07,1321,96.6,24.7,PIED15,LPS3038,2202301,26.9,12.2,2021-10-07 13:21:00
2021-10-07,1307,172.8,24.7,PIED16,LPS3038,2202301,37.2,17.3,2021-10-07 13:07:00
2021-10-07,1317,76,24.7,PIED17,LPS3038,2202301,22.7,10,2021-10-07 13:17:00
2021-10-07,0847,63.8,24.1,PIED18,LPS3038,2202301,19.8,8.4,2021-10-07 08:47:00
2021-10-07,0839,69.4,23.8,PIED19,LPS3038,2202301,20,7.8,2021-10-07 08:39:00
2021-10-07,0849,87.5,24.2,PIED21,LPS3038,2202301,24.7,10.6,2021-10-07 08:49:00
2021-10-07,1339,100.3,24.6,PIED22,LPS3038,2202301,27.5,12.4,2021-10-07 13:39:00
2021-10-07,1304,117.4,24.6,PIED23,LPS3038,2202301,30.1,13.6,2021-10-07 13:04:00
2021-10-07,0846,84,24,PIED26,LPS3038,2202301,22.9,9,2021-10-07 08:46:00
2021-10-07,1359,68.5,24.9,PIED28,LPS3038,2202301,21.1,9.1,2021-10-07 13:59:00
2021-10-07,1309,222.6,24.7,PIED30,LPS3038,2202301,40.8,18.2,2021-10-07 13:09:00
2021-10-07,1326,65.3,24.7,PIED31,LPS3038,2202301,21,9.5,2021-10-07 13:26:00
2021-10-07,1401,131,25,PIED32,LPS3038,2202301,31.5,13.8,2021-10-07 14:01:00
2021-10-07,0837,78.1,23.6,PIED33,LPS3038,2202301,23.2,10.2,2021-10-07 08:37:00
2021-10-07,1352,108.6,24.7,PIED34,LPS3038,2202301,28.1,12.1,2021-10-07 13:52:00
2021-10-07,1324,55.3,24.7,PIED35,LPS3038,2202301,18.2,8,2021-10-07 13:24:00
2021-10-07,1346,255.6,24.7,PIED36,LPS3038,2202301,43.6,19.8,2021-10-07 13:46:00
2021-10-07,0834,75.4,23.4,PIED37,LPS3038,2202301,21.3,8.4,2021-10-07 08:34:00
2021-10-07,1357,144.9,24.8,PIED38,LPS3038,2202301,33.4,14.9,2021-10-07 13:57:00
2021-10-07,1408,174.7,24.9,PIED39,LPS3038,2202301,36.7,16.4,2021-10-07 14:08:00
2021-10-07,0841,63.6,23.9,PIED40,LPS3038,2202301,20,8.6,2021-10-07 08:41:00
2021-10-07,0851,112.3,24.3,PIED42,LPS3038,2202301,27.6,11.1,2021-10-07 08:51:00
2021-10-07,1332,58.9,24.7,PIED43,LPS3038,2202301,19.2,8.4,2021-10-07 13:32:00
2021-10-07,0833,81,23.3,PIED44,LPS3038,2202301,23.7,10.3,2021-10-07 08:33:00
2021-10-07,1403,95.8,25,PIED46,LPS3038,2202301,26.6,11.9,2021-10-07 14:03:00
2021-10-07,0829,67.5,23.1,PIED47,LPS3038,2202301,20.7,8.8,2021-10-07 08:29:00
2021-10-07,0853,68.7,24.4,PIED49,LPS3038,2202301,20.9,8.9,2021-10-07 08:53:00
2021-10-08,1628,290.6,25.1,PIEN03,LPS3038,2302402,47.1,22.2,2021-10-08 16:28:00
2021-10-08,1626,227.4,25,PIEN04,LPS3038,2302402,42.8,19.9,2021-10-08 16:26:00
2021-10-08,1624,182.7,25,PIEN05,LPS3038,2302402,38.7,17.8,2021-10-08 16:24:00
2021-10-08,1644,155.3,24.9,PIEN06,LPS3038,2302402,36.1,16.7,2021-10-08 16:44:00
2021-10-08,1639,169.5,25.1,PIEN07,LPS3038,2302402,37.4,17.2,2021-10-08 16:39:00
2021-10-08,1633,121.7,25.1,PIEN08,LPS3038,2302402,32.5,15.5,2021-10-08 16:33:00
2021-10-08,1635,228,25.1,PIEN09,LPS3038,2302402,43,20.2,2021-10-08 16:35:00
2021-10-08,1631,171.7,25.1,PIEN10,LPS3038,2302402,38.3,18.1,2021-10-08 16:31:00
2021-10-08,1641,128.2,25,PIEN11,LPS3038,2302402,33.4,16,2021-10-08 16:41:00
2021-10-08,1648,356.1,24.9,PIEN12,LPS3038,2302402,50.1,23.2,2021-10-08 16:48:00
2021-10-08,1646,253.2,24.9,PIEN13,LPS3038,2302402,44.5,20.6,2021-10-08 16:46:00
2021-10-08,1637,243.8,25.1,PIEN14,LPS3038,2302402,44,20.5,2021-10-08 16:37:00
2021-10-08,1650,280,24.8,PIEN15,LPS3038,2302402,46.3,21.5,2021-10-08 16:50:00
2021-10-08,1558,233.6,25,PIEN28,LPS3038,2302402,43.6,20.6,2021-10-08 15:58:00
2021-10-08,1555,157.3,25,PIEN29,LPS3038,2302402,36.7,17.4,2021-10-08 15:55:00
2021-10-08,1553,134.8,25,PIEN30,LPS3038,2302402,33.7,15.7,2021-10-08 15:53:00
2021-10-08,1610,211.4,25.1,PIEN31,LPS3038,2302402,41.4,19.1,2021-10-08 16:10:00
2021-10-08,1608,145.7,25.2,PIEN32,LPS3038,2302402,34.8,16,2021-10-08 16:08:00
2021-10-08,1605,161.9,25.1,PIEN33,LPS3038,2302402,37.4,17.8,2021-10-08 16:05:00
2021-10-08,1602,218.5,25.1,PIEN34,LPS3038,2302402,42.2,19.7,2021-10-08 16:02:00
2021-10-08,1600,223.4,25.1,PIEN35,LPS3038,2302402,42.1,19.3,2021-10-08 16:00:00
2021-10-08,1620,339.1,25.2,PIEN36,LPS3038,2302402,49.5,23.1,2021-10-08 16:20:00
2021-10-08,1618,125.2,25.2,PIEN37,LPS3038,2302402,32.9,15.6,2021-10-08 16:18:00
2021-10-08,1617,177.9,25.2,PIEN38,LPS3038,2302402,38.4,17.8,2021-10-08 16:17:00
2021-10-08,1614,234.9,25.2,PIEN39,LPS3038,2302402,43.3,20.2,2021-10-08 16:14:00
2021-10-08,1612,235.4,25.1,PIEN40,LPS3038,2302402,43.1,19.8,2021-10-08 16:12:00
2021-10-08,1530,125.5,25.1,PIFL03,LPS3038,2302402,32.4,15,2021-10-08 15:30:00
2021-10-08,1528,177.7,25,PIFL04,LPS3038,2302402,38.1,17.3,2021-10-08 15:28:00
2021-10-08,1526,317.2,25.1,PIFL05,LPS3038,2302402,47.7,21.6,2021-10-08 15:26:00
2021-10-08,1540,99.1,24.8,PIFL06,LPS3038,2302402,28.4,13.1,2021-10-08 15:40:00
2021-10-08,1538,210.4,24.9,PIFL07,LPS3038,2302402,41,18.6,2021-10-08 15:38:00
2021-10-08,1536,128.8,24.9,PIFL08,LPS3038,2302402,32.6,14.9,2021-10-08 15:36:00
2021-10-08,1534,118.4,25.1,PIFL09,LPS3038,2302402,31.2,14.3,2021-10-08 15:34:00
2021-10-08,1532,115.5,25.1,PIFL10,LPS3038,2302402,30.6,13.9,2021-10-08 15:32:00
2021-10-08,1551,156.3,25,PIFL11,LPS3038,2302402,36.3,16.9,2021-10-08 15:51:00
2021-10-08,1548,213.6,24.9,PIFL12,LPS3038,2302402,41.9,19.7,2021-10-08 15:48:00
2021-10-08,1546,151.7,24.9,PIFL13,LPS3038,2302402,35.7,16.6,2021-10-08 15:46:00
2021-10-08,1544,182.5,24.9,PIFL14,LPS3038,2302402,39.1,18.2,2021-10-08 15:44:00
2021-10-08,1542,176.7,24.8,PIFL15,LPS3038,2302402,38,17.3,2021-10-08 15:42:00
2021-10-08,1456,137.2,25.2,PIFL28,LPS3038,2302402,33.9,15.7,2021-10-08 14:56:00
2021-10-08,1458,129.6,25.1,PIFL29,LPS3038,2302402,33.4,15.8,2021-10-08 14:58:00
2021-10-08,1459,463,25.1,PIFL30,LPS3038,2302402,53.7,24.4,2021-10-08 14:59:00
2021-10-08,1511,120.3,25.1,PIFL31,LPS3038,2302402,31.5,14.5,2021-10-08 15:11:00
2021-10-08,1508,142.5,25.2,PIFL32,LPS3038,2302402,34.3,15.7,2021-10-08 15:08:00
2021-10-08,1504,119.8,25.2,PIFL33,LPS3038,2302402,31.9,14.9,2021-10-08 15:04:00
2021-10-08,1503,126.5,25.1,PIFL34,LPS3038,2302402,32.4,14.9,2021-10-08 15:03:00
2021-10-08,1524,144.5,25.1,PIFL35,LPS3038,2302402,34.8,16.1,2021-10-08 15:24:00
2021-10-08,1520,170.6,24.9,PIFL36,LPS3038,2302402,37.8,17.5,2021-10-08 15:20:00
2021-10-08,1518,98.8,24.9,PIFL37,LPS3038,2302402,28.2,12.9,2021-10-08 15:18:00
2021-10-08,1514,283.3,25,PIFL38,LPS3038,2302402,46.7,21.9,2021-10-08 15:14:00
2021-10-08,1506,173.4,25.2,PIFL39,LPS3038,2302402,38.3,18.1,2021-10-08 15:06:00
2021-10-08,1516,130.4,24.9,PIFL40,LPS3038,2302402,33.3,15.7,2021-10-08 15:16:00
2021-10-07,1232,117.9,24.6,PIPO01,LPS3038,2202301,30,13.4,2021-10-07 12:32:00
2021-10-07,1227,62.1,24.6,PIPO02,LPS3038,2202301,19.9,8.8,2021-10-07 12:27:00
2021-10-07,1244,63.7,24.9,PIPO04,LPS3038,2202301,20.8,9.5,2021-10-07 12:44:00
2021-10-07,1252,72.8,24.9,PIPO05,LPS3038,2202301,22.6,10.3,2021-10-07 12:52:00
2021-10-07,1222,58.4,24.7,PIPO08,LPS3038,2202301,19.4,8.8,2021-10-07 12:22:00
2021-10-07,1238,80.3,24.9,PIPO11,LPS3038,2202301,23.8,10.7,2021-10-07 12:38:00
2021-10-07,1253,131.4,25,PIPO12,LPS3038,2202301,31.9,14.3,2021-10-07 12:53:00
2021-10-07,1230,94.7,24.6,PIPO15,LPS3038,2202301,26.9,12.4,2021-10-07 12:30:00
2021-10-07,1247,80.5,24.9,PIPO17,LPS3038,2202301,24.1,11,2021-10-07 12:47:00
2021-10-07,1201,85.3,24.1,PIPO18,LPS3038,2202301,25.1,11.4,2021-10-07 12:01:00
2021-10-07,1218,137.1,24.6,PIPO19,LPS3038,2202301,32.6,14.6,2021-10-07 12:18:00
2021-10-07,1216,79,24.6,PIPO20,LPS3038,2202301,24.2,11.2,2021-10-07 12:16:00
2021-10-07,1206,125.4,24.4,PIPO21,LPS3038,2202301,31.4,14.3,2021-10-07 12:06:00
2021-10-07,1220,86.9,24.7,PIPO25,LPS3038,2202301,25.3,11.5,2021-10-07 12:20:00
2021-10-07,1234,62.1,24.7,PIPO26,LPS3038,2202301,19.9,8.7,2021-10-07 12:34:00
2021-10-07,1242,69.2,24.9,PIPO28,LPS3038,2202301,22,10.1,2021-10-07 12:42:00
2021-10-07,1224,69.5,24.7,PIPO30,LPS3038,2202301,21.9,10,2021-10-07 12:24:00
2021-10-07,1214,48.1,24.5,PIPO31,LPS3038,2202301,16.3,7,2021-10-07 12:14:00
2021-10-07,1204,97.1,24.3,PIPO33,LPS3038,2202301,27.1,12.3,2021-10-07 12:04:00
2021-10-07,1200,57.8,23.9,PIPO35,LPS3038,2202301,18.4,7.7,2021-10-07 12:00:00
2021-10-07,1240,109.9,24.9,PIPO38,LPS3038,2202301,28.9,13,2021-10-07 12:40:00
2021-10-07,1236,84.4,24.8,PIPO39,LPS3038,2202301,24.5,10.8,2021-10-07 12:36:00
2021-10-07,1212,49.8,24.4,PIPO40,LPS3038,2202301,17.1,7.6,2021-10-07 12:12:00
2021-10-07,1157,68.2,23.5,PIPO41,LPS3038,2202301,20.8,8.8,2021-10-07 11:57:00
2021-10-07,1249,64.1,24.9,PIPO46,LPS3038,2202301,20.6,9.3,2021-10-07 12:49:00
2021-10-07,1208,101.6,24.4,PIPO50,LPS3038,2202301,27.6,12.4,2021-10-07 12:08:00
2021-10-08,1419,259.8,23.9,PSME03,LPS3038,2302402,44.7,20.4,2021-10-08 14:19:00
2021-10-08,1421,120.4,24.1,PSME04,LPS3038,2302402,31.7,14.6,2021-10-08 14:21:00
2021-10-08,1422,188,24.3,PSME05,LPS3038,2302402,39.3,18.1,2021-10-08 14:22:00
2021-10-08,1407,141.3,23.2,PSME06,LPS3038,2302402,34.2,15.6,2021-10-08 14:07:00
2021-10-08,1424,156.4,24.4,PSME07,LPS3038,2302402,36.3,16.8,2021-10-08 14:24:00
2021-10-08,1426,254.8,24.5,PSME08,LPS3038,2302402,44.5,20.5,2021-10-08 14:26:00
2021-10-08,1359,103.2,22.9,PSME09,LPS3038,2302402,29.7,14.2,2021-10-08 13:59:00
2021-10-08,1401,157.2,22.9,PSME10,LPS3038,2302402,36.6,17.1,2021-10-08 14:01:00
2021-10-08,1427,123.4,24.6,PSME11,LPS3038,2302402,32.1,14.8,2021-10-08 14:27:00
2021-10-08,1429,196.3,24.6,PSME12,LPS3038,2302402,40.3,18.8,2021-10-08 14:29:00
2021-10-08,1415,225.7,23.8,PSME13,LPS3038,2302402,42.4,19.5,2021-10-08 14:15:00
2021-10-08,1431,230.5,24.7,PSME14,LPS3038,2302402,42.9,19.8,2021-10-08 14:31:00
2021-10-08,1432,228.1,24.8,PSME15,LPS3038,2302402,42.5,19.5,2021-10-08 14:32:00
2021-10-08,1413,170,23.6,PSME28,LPS3038,2302402,37.4,17.1,2021-10-08 14:13:00
2021-10-08,1435,237.4,24.8,PSME29,LPS3038,2302402,43.2,19.8,2021-10-08 14:35:00
2021-10-08,1410,97.3,23.4,PSME30,LPS3038,2302402,28.4,13.3,2021-10-08 14:10:00
2021-10-08,1439,328.6,24.8,PSME31,LPS3038,2302402,48.7,22.4,2021-10-08 14:39:00
2021-10-08,1437,429.4,24.8,PSME32,LPS3038,2302402,52.8,24.3,2021-10-08 14:37:00
2021-10-08,1441,322.4,25,PSME33,LPS3038,2302402,48.3,22.2,2021-10-08 14:41:00
2021-10-08,1443,173.6,25.1,PSME34,LPS3038,2302402,38.2,17.8,2021-10-08 14:43:00
2021-10-08,1448,273.4,25.3,PSME35,LPS3038,2302402,45.9,21.4,2021-10-08 14:48:00
2021-10-08,1452,222.5,25.3,PSME36,LPS3038,2302402,42.4,19.7,2021-10-08 14:52:00
2021-10-08,1403,265.8,23,PSME37,LPS3038,2302402,44.8,20.2,2021-10-08 14:03:00
2021-10-08,1450,116.2,25.3,PSME38,LPS3038,2302402,31.2,14.6,2021-10-08 14:50:00
2021-10-08,1446,246.6,25.2,PSME39,LPS3038,2302402,43.5,19.6,2021-10-08 14:46:00
2021-10-08,1445,177.7,25.1,PSME40,LPS3038,2302402,38.2,17.5,2021-10-08 14:45:00
2021-10-14,1316,103.9,22.8,PIED01,LPS3038,2002202,26.9,11.7,2021-10-14 13:16:00
2021-10-14,1325,123.4,23,PIED03,LPS3038,2002202,29.7,13,2021-10-14 13:25:00
2021-10-14,1422,46.8,23.3,PIED04,LPS3038,2002202,15,6.1,2021-10-14 14:22:00
2021-10-14,1427,72,23.4,PIED06,LPS3038,2002202,20.9,8.8,2021-10-14 14:27:00
2021-10-14,1320,196.7,22.9,PIED07,LPS3038,2002202,37.9,16.8,2021-10-14 13:20:00
2021-10-14,1411,79.4,23.1,PIED10,LPS3038,2002202,22.9,10.1,2021-10-14 14:11:00
2021-10-14,1337,48.2,23.3,PIED12,LPS3038,2002202,15.4,6.4,2021-10-14 13:37:00
2021-10-14,1420,52.1,23.2,PIED13,LPS3038,2002202,16.4,6.7,2021-10-14 14:20:00
2021-10-14,1413,144.9,23.1,PIED15,LPS3038,2002202,32.9,14.8,2021-10-14 14:13:00
2021-10-14,1416,57.6,23.1,PIED16,LPS3038,2002202,17.8,7.5,2021-10-14 14:16:00
2021-10-14,1408,146.3,23.2,PIED17,LPS3038,2002202,33,14.7,2021-10-14 14:08:00
2021-10-14,1318,60.4,22.8,PIED22,LPS3038,2002202,18.5,7.8,2021-10-14 13:18:00
2021-10-14,1415,48.1,23.1,PIED23,LPS3038,2002202,15.5,6.4,2021-10-14 14:15:00
2021-10-14,1329,53.1,23.1,PIED28,LPS3038,2002202,16.7,6.9,2021-10-14 13:29:00
2021-10-14,1418,115.1,23.2,PIED30,LPS3038,2002202,28.5,12.4,2021-10-14 14:18:00
2021-10-14,1425,50.6,23.4,PIED31,LPS3038,2002202,16.1,6.7,2021-10-14 14:25:00
2021-10-14,1330,50.5,23.2,PIED32,LPS3038,2002202,16,6.6,2021-10-14 13:30:00
2021-10-14,1431,52.4,23.5,PIED33,LPS3038,2002202,16.5,6.8,2021-10-14 14:31:00
2021-10-14,1322,69.8,23,PIED34,LPS3038,2002202,20.7,8.9,2021-10-14 13:22:00
2021-10-14,1424,46.8,23.3,PIED35,LPS3038,2002202,14.8,5.9,2021-10-14 14:24:00
2021-10-14,1314,193.1,22.8,PIED36,LPS3038,2002202,37.1,16,2021-10-14 13:14:00
2021-10-14,1327,61.7,23.1,PIED38,LPS3038,2002202,19,8.1,2021-10-14 13:27:00
2021-10-14,1334,166.7,23.3,PIED39,LPS3038,2002202,34.7,15,2021-10-14 13:34:00
2021-10-14,1429,53.3,23.4,PIED43,LPS3038,2002202,16.9,7.1,2021-10-14 14:29:00
2021-10-14,1332,86.6,23.2,PIED46,LPS3038,2002202,24.1,10.6,2021-10-14 13:32:00
2021-10-14,1311,73.5,22.8,PIED49,LPS3038,2002202,21.2,8.9,2021-10-14 13:11:00
2021-10-14,0942,144.6,20.9,PIEN03,LPS3038,2002202,32.4,14.1,2021-10-14 09:42:00
2021-10-14,0939,109.4,20.9,PIEN04,LPS3038,2002202,27.6,11.9,2021-10-14 09:39:00
2021-10-14,0936,160.2,21,PIEN05,LPS3038,2002202,34,14.6,2021-10-14 09:36:00
2021-10-14,0953,165.5,21,PIEN06,LPS3038,2002202,34.9,15.3,2021-10-14 09:53:00
2021-10-14,1000,126.3,21,PIEN07,LPS3038,2002202,30.6,13.7,2021-10-14 10:00:00
2021-10-14,0949,107.9,20.9,PIEN08,LPS3038,2002202,27.7,12.1,2021-10-14 09:49:00
2021-10-14,0948,161.7,20.9,PIEN09,LPS3038,2002202,34.4,15,2021-10-14 09:48:00
2021-10-14,0952,79,20.9,PIEN10,LPS3038,2002202,22.9,10.1,2021-10-14 09:52:00
2021-10-14,1002,157.2,21,PIEN11,LPS3038,2002202,33.8,14.6,2021-10-14 10:02:00
2021-10-14,0956,180.3,21,PIEN12,LPS3038,2002202,35.9,15.4,2021-10-14 09:56:00
2021-10-14,0958,174.9,21,PIEN13,LPS3038,2002202,35.9,15.8,2021-10-14 09:58:00
2021-10-14,0945,202,20.9,PIEN14,LPS3038,2002202,38.2,16.6,2021-10-14 09:45:00
2021-10-14,1004,100.5,21,PIEN15,LPS3038,2002202,26.5,11.6,2021-10-14 10:04:00
2021-10-14,0910,125.1,21.2,PIEN28,LPS3038,2002202,30.4,13.6,2021-10-14 09:10:00
2021-10-14,0907,108.9,21.2,PIEN29,LPS3038,2002202,27.8,12.2,2021-10-14 09:07:00
2021-10-14,0904,96.3,21.2,PIEN30,LPS3038,2002202,25.7,11.1,2021-10-14 09:04:00
2021-10-14,0932,108.2,21.1,PIEN31,LPS3038,2002202,27.8,12.3,2021-10-14 09:32:00
2021-10-14,0929,76.4,21.1,PIEN32,LPS3038,2002202,22.4,9.8,2021-10-14 09:29:00
2021-10-14,0918,84.6,21.2,PIEN33,LPS3038,2002202,23.7,10.3,2021-10-14 09:18:00
2021-10-14,0915,127.4,21.1,PIEN34,LPS3038,2002202,30.3,13.2,2021-10-14 09:15:00
2021-10-14,0912,133.5,21.2,PIEN35,LPS3038,2002202,30.9,13.3,2021-10-14 09:12:00
2021-10-14,0930,227,21.1,PIEN36,LPS3038,2002202,40.1,17.4,2021-10-14 09:30:00
2021-10-14,0927,93,21.1,PIEN37,LPS3038,2002202,25.5,11.3,2021-10-14 09:27:00
2021-10-14,0925,70.4,21.1,PIEN38,LPS3038,2002202,21.1,9.3,2021-10-14 09:25:00
2021-10-14,0923,103.9,21.1,PIEN39,LPS3038,2002202,26.9,11.7,2021-10-14 09:23:00
2021-10-14,0920,127.9,21.2,PIEN40,LPS3038,2002202,30.2,12.9,2021-10-14 09:20:00
2021-10-14,1246,102.9,22.7,PIFL03,LPS3038,2002202,26.6,11.5,2021-10-14 12:46:00
2021-10-14,1244,167,22.6,PIFL04,LPS3038,2002202,34.6,14.8,2021-10-14 12:44:00
2021-10-14,1241,248.2,22.5,PIFL05,LPS3038,2002202,41.5,18,2021-10-14 12:41:00
2021-10-14,1256,84.8,22.7,PIFL06,LPS3038,2002202,23.5,10,2021-10-14 12:56:00
2021-10-14,1254,128.5,22.7,PIFL07,LPS3038,2002202,30.2,13,2021-10-14 12:54:00
2021-10-14,1252,114.6,22.7,PIFL08,LPS3038,2002202,28.6,12.6,2021-10-14 12:52:00
2021-10-14,1250,87.8,22.7,PIFL09,LPS3038,2002202,24.1,10.4,2021-10-14 12:50:00
2021-10-14,1248,127,22.7,PIFL10,LPS3038,2002202,30.1,13.1,2021-10-14 12:48:00
2021-10-14,1306,105.3,23,PIFL11,LPS3038,2002202,27.1,11.8,2021-10-14 13:06:00
2021-10-14,1304,134.9,23,PIFL12,LPS3038,2002202,31.2,13.6,2021-10-14 13:04:00
2021-10-14,1302,131.9,23,PIFL13,LPS3038,2002202,30.8,13.4,2021-10-14 13:02:00
2021-10-14,1300,159.5,22.8,PIFL14,LPS3038,2002202,33.9,14.7,2021-10-14 13:00:00
2021-10-14,1258,191.6,22.8,PIFL15,LPS3038,2002202,37.2,16.3,2021-10-14 12:58:00
2021-10-14,1208,114.7,22.4,PIFL28,LPS3038,2002202,28.8,12.7,2021-10-14 12:08:00
2021-10-14,1210,72.4,22.4,PIFL29,LPS3038,2002202,21.3,9.3,2021-10-14 12:10:00
2021-10-14,1212,97.7,22.4,PIFL30,LPS3038,2002202,25.8,11.1,2021-10-14 12:12:00
2021-10-14,1223,87.7,22.4,PIFL31,LPS3038,2002202,24.3,10.6,2021-10-14 12:23:00
2021-10-14,1221,107.4,22.4,PIFL32,LPS3038,2002202,27.6,12.1,2021-10-14 12:21:00
2021-10-14,1216,60.3,22.4,PIFL33,LPS3038,2002202,18.7,8,2021-10-14 12:16:00
2021-10-14,1213,94.7,22.4,PIFL34,LPS3038,2002202,25.3,10.9,2021-10-14 12:13:00
2021-10-14,1237,111.1,22.6,PIFL35,LPS3038,2002202,27.8,11.9,2021-10-14 12:37:00
2021-10-14,1232,116.7,22.8,PIFL36,LPS3038,2002202,28.8,12.6,2021-10-14 12:32:00
2021-10-14,1230,105.8,22.7,PIFL37,LPS3038,2002202,27.7,12.4,2021-10-14 12:30:00
2021-10-14,1225,107.4,22.5,PIFL38,LPS3038,2002202,27.5,12,2021-10-14 12:25:00
2021-10-14,1219,97.3,22.4,PIFL39,LPS3038,2002202,26.2,11.7,2021-10-14 12:19:00
2021-10-14,1227,86,22.6,PIFL40,LPS3038,2002202,24.2,10.7,2021-10-14 12:27:00
2021-10-14,1340,152.9,23.1,PIPO01,LPS3038,2002202,33.3,14.5,2021-10-14 13:40:00
2021-10-14,1345,89.8,23.2,PIPO02,LPS3038,2002202,24.5,10.6,2021-10-14 13:45:00
2021-10-14,1357,45.4,23.2,PIPO04,LPS3038,2002202,14.8,6.1,2021-10-14 13:57:00
2021-10-14,1403,48.6,23.3,PIPO05,LPS3038,2002202,15.8,6.8,2021-10-14 14:03:00
2021-10-14,1452,40.9,23.6,PIPO08,LPS3038,2002202,13.3,5.3,2021-10-14 14:52:00
2021-10-14,1351,68.3,23.2,PIPO11,LPS3038,2002202,20.4,8.8,2021-10-14 13:51:00
2021-10-14,1406,51.2,23.3,PIPO12,LPS3038,2002202,16.4,6.9,2021-10-14 14:06:00
2021-10-14,1343,104.6,23.1,PIPO15,LPS3038,2002202,27,11.8,2021-10-14 13:43:00
2021-10-14,1400,73.9,23.3,PIPO17,LPS3038,2002202,21.5,9.2,2021-10-14 14:00:00
2021-10-14,1437,92.9,23.5,PIPO18,LPS3038,2002202,25.3,11.2,2021-10-14 14:37:00
