Chamber,Kestrel,Date,Time,Temperature_C,WetBulb_C,PercentRH,Barometer_MB,Altitude_M,StationPressure_MB,WindSpeed_M/S,HeatIndex_C,DewPoint_C,DensityAltitude_M,WindChill_C,DateTime
1,1,2021-09-03,0530,15.9,14.3,85.5,927.9,734,927.9,0,15.9,13.5,1004,15.9,2021-09-03 05:30:00
1,1,2021-09-03,0600,15.1,13.3,83.7,928,732,928.1,0,15.1,12.4,969,15.1,2021-09-03 06:00:00
1,1,2021-09-03,0630,14,12.1,81.3,928.2,731,928.3,0,13.8,10.8,921,13.9,2021-09-03 06:30:00
1,1,2021-09-03,0700,13.5,11.9,84.4,928.5,727,928.6,0,13.5,10.9,901,13.5,2021-09-03 07:00:00
1,1,2021-09-03,0730,13.1,11.7,86.2,928.9,726,928.9,0,13.1,10.9,885,13.1,2021-09-03 07:30:00
1,1,2021-09-03,0800,13.6,12.8,92.9,929,724,929.1,0,13.9,12.5,906,13.6,2021-09-03 08:00:00
1,1,2021-09-03,0830,14.6,14.3,97.5,929,724,929.1,0,15.2,14.2,950,14.6,2021-09-03 08:30:00
1,1,2021-09-03,0900,15.2,14.9,97.7,929,724,929.1,0,15.7,14.8,970,15.1,2021-09-03 09:00:00
1,1,2021-09-03,0930,15.4,15,96.5,929,723,929.1,0,15.9,14.8,979,15.4,2021-09-03 09:30:00
1,1,2021-09-03,1000,16.3,16.1,98.6,929,723,929.1,0,16.9,16,1015,16.2,2021-09-03 10:00:00
1,1,2021-09-03,1030,17.8,17.8,100,929,724,929.1,0,18.6,17.8,1079,17.8,2021-09-03 10:30:00
1,1,2021-09-03,1100,20.4,19.6,91.5,928.5,728,928.5,0,21.1,19,1181,20.4,2021-09-03 11:00:00
1,1,2021-09-03,1130,20.4,19.3,91.5,928.2,730,928.3,0,21.1,19,1184,20.4,2021-09-03 11:30:00
1,1,2021-09-03,1200,25.1,23.9,91.5,927.7,736,927.7,0,27.6,23.6,1380,25,2021-09-03 12:00:00
1,1,2021-09-03,1230,29.5,26.6,80.2,927,740,927.1,0,37,25.8,1553,29.5,2021-09-03 12:30:00
1,1,2021-09-03,1300,29.4,25.3,73.3,926.7,745,926.7,0,34.9,24.1,1539,29.3,2021-09-03 13:00:00
1,1,2021-09-03,1330,29.1,25.2,73.5,926.5,747,926.5,0,34.4,23.9,1533,29.1,2021-09-03 13:30:00
1,1,2021-09-03,1400,28.9,25,74.1,926,752,926,0,33.8,23.8,1528,28.9,2021-09-03 14:00:00
1,1,2021-09-03,1430,27.5,23.6,73.6,925.5,754,925.6,0,30.4,22.3,1476,27.4,2021-09-03 14:30:00
1,1,2021-09-03,1500,27.5,20.2,52.5,925.2,758,925.2,0,27.9,16.9,1447,27.5,2021-09-03 15:00:00
1,1,2021-09-03,1530,27.3,20.3,54.8,924.7,761,924.8,0,27.8,17.4,1446,27.2,2021-09-03 15:30:00
1,1,2021-09-03,1600,25.9,22.9,78.8,924.5,764,924.5,0,28.1,21.9,1430,25.8,2021-09-03 16:00:00
1,1,2021-09-03,1630,25.9,23.4,81.7,924.4,765,924.4,0,28.4,22.5,1436,25.8,2021-09-03 16:30:00
1,1,2021-09-03,1700,25.9,23.5,82.8,924.5,764,924.5,0,28.7,22.8,1437,25.9,2021-09-03 17:00:00
1,1,2021-09-03,1730,25.9,23.6,83,924.4,765,924.4,0,28.7,22.8,1439,25.9,2021-09-03 17:30:00
1,1,2021-09-03,1800,25.9,23.5,82.5,924.2,766,924.3,0,28.7,22.7,1440,25.9,2021-09-03 18:00:00
1,1,2021-09-03,1830,25.8,23.3,82.2,924.4,765,924.4,0,28.2,22.5,1431,25.7,2021-09-03 18:30:00
1,1,2021-09-03,1900,25.4,22.9,82.3,924.5,764,924.5,0,27.4,22.1,1415,25.3,2021-09-03 19:00:00
1,1,2021-09-03,1930,25.2,22.8,81.8,924.9,761,924.9,0,27.1,21.9,1405,25.2,2021-09-03 19:30:00
1,1,2021-09-03,2000,25.1,22.5,81.1,925.2,758,925.2,0,26.9,21.6,1394,25.1,2021-09-03 20:00:00
1,1,2021-09-03,2030,24.8,22.4,81,925.5,754,925.6,0,26.1,21.3,1382,24.7,2021-09-03 20:30:00
1,1,2021-09-03,2100,24.6,22.1,81,925.7,754,925.7,0,25.9,21.2,1370,24.6,2021-09-03 21:00:00
1,1,2021-09-03,2130,24.4,21.8,81.2,926,752,926,0,25.6,20.9,1357,24.3,2021-09-03 21:30:00
1,1,2021-09-03,2200,24.1,21.6,81.4,926,751,926,0,25.3,20.7,1346,24.1,2021-09-03 22:00:00
1,1,2021-09-03,2230,23.8,21.4,81.5,926,751,926.1,0,25,20.4,1334,23.8,2021-09-03 22:30:00
1,1,2021-09-03,2300,23.5,21.1,81.5,926,751,926.1,0,24.6,20.2,1322,23.5,2021-09-03 23:00:00
1,1,2021-09-03,2330,23.3,20.8,81.7,926.2,749,926.3,0,24.2,19.9,1309,23.2,2021-09-03 23:30:00
1,1,2021-09-04,0000,23,20.7,81.9,926.2,750,926.2,0,24,19.8,1301,23,2021-09-04 00:00:00
1,1,2021-09-04,0030,22.7,20.4,82.1,926.4,748,926.4,0,23.7,19.5,1288,22.7,2021-09-04 00:30:00
1,1,2021-09-04,0100,22.5,20.2,82.3,926.4,748,926.4,0,23.4,19.3,1278,22.5,2021-09-04 01:00:00
1,1,2021-09-04,0130,22.3,20.1,82.7,926.4,747,926.4,0,23.2,19.2,1272,22.3,2021-09-04 01:30:00
1,1,2021-09-04,0200,22.2,20,82.8,926.5,745,926.6,0,23.1,19.1,1265,22.2,2021-09-04 02:00:00
1,1,2021-09-04,0230,22.1,20,83.1,926.5,746,926.6,0,22.9,19.1,1261,22,2021-09-04 02:30:00
1,1,2021-09-04,0300,21.6,19.2,80.8,926.7,745,926.6,0,22.3,18.2,1239,21.6,2021-09-04 03:00:00
1,1,2021-09-04,0330,20.2,17.6,78.3,926.9,742,926.9,0,20.4,16.3,1178,20.2,2021-09-04 03:30:00
1,1,2021-09-04,0400,18.9,16.6,80.8,927.2,740,927.2,0,18.8,15.5,1125,18.9,2021-09-04 04:00:00
1,1,2021-09-04,0430,17.8,15.6,80.8,927.2,740,927.2,0,17.7,14.5,1084,17.8,2021-09-04 04:30:00
1,1,2021-09-04,0500,16.8,14.7,81,927.5,738,927.5,0,16.7,13.6,1042,16.8,2021-09-04 05:00:00
1,1,2021-09-04,0530,16.2,14.4,84,927.4,739,927.4,0,16.1,13.5,1018,16.1,2021-09-04 05:30:00
1,1,2021-09-04,0600,14.8,13.3,79.4,927.4,739,927.4,0,14.6,11.3,989,14.8,2021-09-04 06:00:00
1,1,2021-09-04,0630,14.3,12.2,79.4,927.5,737,927.6,0,14.1,10.8,940,14.3,2021-09-04 06:30:00
1,1,2021-09-04,0700,13.7,11.9,82.6,927.7,735,927.8,0,13.6,10.8,915,13.6,2021-09-04 07:00:00
1,1,2021-09-04,0730,13.3,11.9,84.6,928,734,928,0,13.3,10.8,901,13.3,2021-09-04 07:30:00
1,1,2021-09-04,0800,13.6,12.8,92.7,928.2,731,928.2,0,13.8,12.4,915,13.5,2021-09-04 08:00:00
1,1,2021-09-04,0830,14.6,14.2,97.6,928.2,731,928.3,0,15.1,14.2,955,14.5,2021-09-04 08:30:00
1,1,2021-09-04,0900,15.2,15,98.1,928.2,730,928.4,0,15.8,14.9,981,15.2,2021-09-04 09:00:00
1,1,2021-09-04,0930,15.5,15,96.6,928.7,727,928.6,0,15.9,14.9,988,15.4,2021-09-04 09:30:00
1,1,2021-09-04,1000,16.2,16,99.2,928.7,726,928.8,0,16.8,16,1014,16.1,2021-09-04 10:00:00
1,1,2021-09-04,1030,17.7,17.6,100,928.5,727,928.6,0,18.4,17.7,1078,17.6,2021-09-04 10:30:00
1,1,2021-09-04,1100,18.8,18.7,100,928.5,728,928.5,0,19.6,18.8,1123,18.7,2021-09-04 11:00:00
1,1,2021-09-04,1130,19.3,19.3,100,928.2,731,928.3,0,20.2,19.3,1149,19.3,2021-09-04 11:30:00
1,1,2021-09-04,1200,20.6,20.5,100,927.9,734,927.9,0,21.6,20.6,1203,20.5,2021-09-04 12:00:00
1,1,2021-09-04,1230,22.6,22.6,100,927.5,737,927.6,0,24.3,22.6,1290,22.6,2021-09-04 12:30:00
1,1,2021-09-04,1300,24.4,24.2,98.2,927,741,927.1,0,26.9,24.1,1368,24.4,2021-09-04 13:00:00
1,1,2021-09-04,1330,25.3,24.4,93.4,926.5,745,926.6,0,28.2,24.1,1402,25.3,2021-09-04 13:30:00
1,1,2021-09-04,1400,25.9,24.8,92.3,926.2,748,926.3,0,29.5,24.5,1428,25.8,2021-09-04 14:00:00
1,1,2021-09-04,1430,26.2,25,91.9,925.7,753,925.8,0,30.2,24.8,1446,26.1,2021-09-04 14:30:00
1,1,2021-09-04,1500,26.4,25.1,91.4,925.2,757,925.3,0,30.6,24.8,1458,26.3,2021-09-04 15:00:00
1,1,2021-09-04,1530,26.4,25.2,91,924.9,761,924.9,0,30.7,24.8,1465,26.4,2021-09-04 15:30:00
1,1,2021-09-04,1600,26.4,25.2,90.8,924.5,763,924.6,0,30.7,24.8,1468,26.4,2021-09-04 16:00:00
1,1,2021-09-04,1630,26.3,25,90.4,924.5,764,924.6,0,30.5,24.6,1463,26.3,2021-09-04 16:30:00
1,1,2021-09-04,1700,26.2,24.8,90.1,924.4,765,924.4,0,30.2,24.5,1461,26.2,2021-09-04 17:00:00
1,1,2021-09-04,1730,26.1,24.6,89.6,924.2,766,924.4,0,29.7,24.2,1455,26,2021-09-04 17:30:00
1,1,2021-09-04,1800,26,24.4,88.8,924.2,766,924.3,0,29.4,24,1451,25.9,2021-09-04 18:00:00
1,1,2021-09-04,1830,25.7,24.1,88.3,924.7,762,924.7,0,28.8,23.7,1435,25.7,2021-09-04 18:30:00
1,1,2021-09-04,1900,25.4,23.8,88.7,925,760,925,0,27.9,23.4,1417,25.3,2021-09-04 19:00:00
1,1,2021-09-04,1930,25.2,23.4,87.3,925.2,758,925.3,0,27.4,22.9,1404,25.1,2021-09-04 19:30:00
1,1,2021-09-04,2000,25,23.2,86.1,925.4,757,925.4,0,27.1,22.5,1395,25,2021-09-04 20:00:00
1,1,2021-09-04,2030,24.8,22.8,85.1,926,751,926,0,26.4,22.1,1378,24.8,2021-09-04 20:30:00
1,1,2021-09-04,2100,24.5,22.5,84.3,926.2,750,926.2,0,26,21.7,1364,24.5,2021-09-04 21:00:00
1,1,2021-09-04,2130,24.3,22.1,83.9,926.5,747,926.5,0,25.6,21.4,1352,24.3,2021-09-04 21:30:00
1,1,2021-09-04,2200,24,21.7,83,926.7,744,926.7,0,25.2,20.9,1335,23.9,2021-09-04 22:00:00
1,1,2021-09-04,2230,23.8,21.5,83.2,926.7,743,926.8,0,24.9,20.7,1326,23.7,2021-09-04 22:30:00
1,1,2021-09-04,2300,23.5,21.3,83.6,927,740,927.1,0,24.6,20.5,1312,23.4,2021-09-04 23:00:00
1,1,2021-09-04,2330,23.2,21.2,84.2,927,741,927.1,0,24.4,20.4,1302,23.2,2021-09-04 23:30:00
1,1,2021-09-05,0000,23,20.9,84.4,927,742,927,0,24,20.2,1292,22.9,2021-09-05 00:00:00
1,1,2021-09-05,0030,22.7,20.8,85.2,927,741,927,0,23.8,20.1,1283,22.7,2021-09-05 00:30:00
1,1,2021-09-05,0100,22.5,20.6,85.3,927,742,927,0,23.5,19.9,1275,22.5,2021-09-05 01:00:00
1,1,2021-09-05,0130,22.3,20.5,85.8,927,742,927,0,23.3,19.8,1269,22.3,2021-09-05 01:30:00
1,1,2021-09-05,0200,22.2,20.4,85.7,927,741,927,0,23.1,19.7,1266,22.2,2021-09-05 02:00:00
1,1,2021-09-05,0230,21.9,20.3,82.6,927,741,927.1,0,22.6,18.8,1262,21.8,2021-09-05 02:30:00
1,1,2021-09-05,0300,21.6,19.4,82.6,927,740,927.1,0,22.4,18.5,1237,21.6,2021-09-05 03:00:00
1,1,2021-09-05,0330,19.5,17.6,80.8,927.4,738,927.4,0,19.7,16.1,1174,19.5,2021-09-05 03:30:00
1,1,2021-09-05,0400,18.8,16.5,80.8,927.5,738,927.5,0,18.8,15.4,1120,18.8,2021-09-05 04:00:00
1,1,2021-09-05,0430,17.8,15.6,81.6,927.5,737,927.6,0,17.6,14.6,1079,17.7,2021-09-05 04:30:00
1,1,2021-09-05,0500,16.8,14.8,81.6,927.7,735,927.8,0,16.7,13.6,1037,16.8,2021-09-05 05:00:00
1,1,2021-09-05,0530,16.1,14.4,84.2,928,734,928,0,16.1,13.4,1009,16.1,2021-09-05 05:30:00
1,1,2021-09-05,0600,15.3,13.4,81.9,928.4,730,928.4,0,15.2,12.2,973,15.3,2021-09-05 06:00:00
1,1,2021-09-05,0630,14.3,12.2,80.5,928.5,728,928.6,0,14,10.9,928,14.2,2021-09-05 06:30:00
1,1,2021-09-05,0700,13.7,12,83.1,928.7,726,928.8,0,13.6,10.8,904,13.6,2021-09-05 07:00:00
1,1,2021-09-05,0730,13.3,11.9,84.8,929.2,723,929.2,0,13.3,10.8,888,13.3,2021-09-05 07:30:00
1,1,2021-09-05,0800,13.6,12.8,92.5,929.2,721,929.3,0,13.9,12.4,904,13.6,2021-09-05 08:00:00
1,1,2021-09-05,0830,14.6,14.4,98,929.2,721,929.3,0,15.2,14.3,947,14.6,2021-09-05 08:30:00
1,1,2021-09-05,0900,15.2,15,98.1,929.5,720,929.5,0,15.8,15,970,15.2,2021-09-05 09:00:00
1,1,2021-09-05,0930,15.5,15,96.5,929.5,720,929.5,0,15.9,14.9,978,15.4,2021-09-05 09:30:00
1,1,2021-09-05,1000,16.2,16.1,99.5,929.5,719,929.6,0,16.8,16.1,1007,16.1,2021-09-05 10:00:00
1,1,2021-09-05,1030,17.7,17.7,100,929.4,721,929.4,0,18.5,17.7,1072,17.7,2021-09-05 10:30:00
1,1,2021-09-05,1100,18.8,18.8,100,929.2,722,929.3,0,19.7,18.8,1116,18.8,2021-09-05 11:00:00
1,1,2021-09-05,1130,19.4,19.4,100,929,724,929,0,20.4,19.4,1144,19.4,2021-09-05 11:30:00
1,1,2021-09-05,1200,21.7,20.7,100,928.2,730,928.3,0,23,21.7,1200,21.7,2021-09-05 12:00:00
1,1,2021-09-05,1230,22.8,22.7,100,928,734,928,0,24.5,22.8,1293,22.7,2021-09-05 12:30:00
1,1,2021-09-05,1300,25,24.5,94.9,927.2,740,927.2,0,27.8,24.1,1372,25,2021-09-05 13:00:00
1,1,2021-09-05,1330,25.5,24.8,94.9,927,742,927,0,28.8,24.6,1408,25.4,2021-09-05 13:30:00
1,1,2021-09-05,1400,26,25.1,93.1,926.2,749,926.3,0,30.1,24.8,1436,26,2021-09-05 14:00:00
1,1,2021-09-05,1430,26.3,25.3,92.4,925.7,752,925.8,0,30.7,25,1453,26.3,2021-09-05 14:30:00
1,1,2021-09-05,1500,26.5,25.4,92.1,925.2,757,925.3,0,30.9,25.1,1465,26.4,2021-09-05 15:00:00
1,1,2021-09-05,1530,26.6,25.4,91.8,925.2,758,925.2,0,31.1,25.1,1470,26.5,2021-09-05 15:30:00
1,1,2021-09-05,1600,26.5,25.4,91.8,925.5,755,925.5,0,31.1,25.1,1465,26.5,2021-09-05 16:00:00
1,1,2021-09-05,1630,26.4,25.2,90.7,926.5,747,926.5,0,30.7,24.8,1448,26.4,2021-09-05 16:30:00
1,1,2021-09-05,1700,26.3,25.1,91,928.4,729,928.4,0,30.5,24.7,1422,26.3,2021-09-05 17:00:00
1,1,2021-09-05,1730,26.2,25,91.2,929.5,718,929.6,0,30.3,24.6,1404,26.2,2021-09-05 17:30:00
1,1,2021-09-05,1800,26,24.6,89.9,928,732,928.1,0,29.7,24.2,1411,26,2021-09-05 18:00:00
1,1,2021-09-05,1830,25.8,24.3,90,927.2,740,927.2,0,29,24,1412,25.7,2021-09-05 18:30:00
1,1,2021-09-05,1900,25.4,24,89.9,928.4,730,928.4,0,28,23.6,1381,25.3,2021-09-05 19:00:00
1,1,2021-09-05,1930,25.2,23.9,89.8,928.4,730,928.4,0,27.8,23.4,1375,25.2,2021-09-05 19:30:00
1,1,2021-09-05,2000,25,23.5,88.5,928.5,727,928.6,0,27.2,23,1365,25,2021-09-05 20:00:00
1,1,2021-09-05,2030,24.8,23.2,87.8,928.9,724,928.9,0,26.8,22.7,1352,24.8,2021-09-05 20:30:00
1,1,2021-09-05,2100,24.6,22.8,87.1,929.9,715,929.9,0,26.2,22.3,1329,24.5,2021-09-05 21:00:00
1,1,2021-09-05,2130,24.2,22.5,86.1,930.2,712,930.3,0,25.7,21.7,1313,24.1,2021-09-05 21:30:00
1,1,2021-09-05,2200,24,22.2,86.1,930.4,711,930.4,0,25.5,21.6,1301,24,2021-09-05 22:00:00
1,1,2021-09-05,2230,23.6,21.9,86,930,714,930.1,0,25,21.1,1291,23.6,2021-09-05 22:30:00
1,1,2021-09-05,2300,23.5,21.7,86,930,715,930,0,24.7,21,1282,23.4,2021-09-05 23:00:00
1,1,2021-09-05,2330,23.2,21.4,86,930.2,713,930.2,0,24.5,20.8,1269,23.2,2021-09-05 23:30:00
1,1,2021-09-06,0000,23,21.3,86.4,930.2,714,930.2,0,24.3,20.6,1261,23,2021-09-06 00:00:00
1,1,2021-09-06,0030,22.7,21,86.4,930.2,713,930.3,0,23.9,20.3,1250,22.7,2021-09-06 00:30:00
1,1,2021-09-06,0100,22.5,20.8,86.3,930.2,714,930.2,0,23.6,20.1,1241,22.5,2021-09-06 01:00:00
1,1,2021-09-06,0130,22.3,20.5,86,930.2,714,930.2,0,23.1,19.8,1232,22.3,2021-09-06 01:30:00
1,1,2021-09-06,0200,22.2,20.5,86.4,930.2,714,930.2,0,23.2,19.8,1229,22.2,2021-09-06 02:00:00
1,1,2021-09-06,0230,22.1,20.4,86.2,930.2,713,930.3,0,23,19.7,1225,22.1,2021-09-06 02:30:00
1,1,2021-09-06,0300,21.6,19.4,82.7,930,715,930,0,22.3,18.5,1202,21.5,2021-09-06 03:00:00
1,1,2021-09-06,0330,20.2,17.6,79,930,715,930,0,20.4,16.4,1144,20.1,2021-09-06 03:30:00
1,1,2021-09-06,0400,18.8,16.4,80.2,930.2,714,930.2,0,18.6,15.3,1087,18.7,2021-09-06 04:00:00
1,1,2021-09-06,0430,17.7,15.6,81.7,930.2,713,930.2,0,17.6,14.6,1047,17.7,2021-09-06 04:30:00
1,1,2021-09-06,0500,16.7,14.7,82,930.2,713,930.3,0,16.6,13.6,1007,16.7,2021-09-06 05:00:00
1,1,2021-09-06,0530,16,14.4,84.8,930.5,710,930.5,0,16,13.5,979,16,2021-09-06 05:30:00
1,1,2021-09-06,0600,15.2,13.4,82.5,930.7,707,930.8,0,15.1,12.3,944,15.2,2021-09-06 06:00:00
1,1,2021-09-06,0630,14.2,12.2,80.5,931.2,703,931.3,0,13.9,10.9,896,14.2,2021-09-06 06:30:00
1,1,2021-09-06,0700,13.4,11.9,85.3,931.7,698,931.8,0,13.4,11,867,13.4,2021-09-06 07:00:00
1,1,2021-09-06,0730,13.3,11.8,85.3,931.7,698,931.9,0,13.2,10.8,855,13.2,2021-09-06 07:30:00
1,1,2021-09-06,0800,14,12.8,98.1,932,698,932,0,14.6,13.8,870,14,2021-09-06 08:00:00
1,1,2021-09-06,0830,14.6,14.3,98.1,932,698,932,0,15.1,14.2,915,14.5,2021-09-06 08:30:00
1,1,2021-09-06,0900,15.2,15,98.5,932,698,932,0,15.8,15,942,15.2,2021-09-06 09:00:00
1,1,2021-09-06,0930,15.5,15.2,97,932,697,932.1,0,16,15,950,15.5,2021-09-06 09:30:00
1,1,2021-09-06,1000,16.3,16.2,99.7,932,698,932,0,16.9,16.2,984,16.2,2021-09-06 10:00:00
1,1,2021-09-06,1030,17.8,17.8,100,932,697,932,0,18.6,17.8,1046,17.8,2021-09-06 10:30:00
1,1,2021-09-06,1100,18.9,18.8,100,931.5,700,931.6,0,19.7,18.9,1094,18.8,2021-09-06 11:00:00
1,1,2021-09-06,1130,19.4,19.4,100,931.2,704,931.2,0,20.4,19.4,1120,19.4,2021-09-06 11:30:00
1,1,2021-09-06,1200,20.7,20.7,100,930.9,707,930.9,0,21.8,20.7,1175,20.7,2021-09-06 12:00:00
1,1,2021-09-06,1230,22.7,22.7,100,930.2,712,930.3,0,24.5,22.7,1265,22.7,2021-09-06 12:30:00
1,1,2021-09-06,1300,24.5,24.3,98.9,929.7,716,929.8,0,27.2,24.4,1344,24.5,2021-09-06 13:00:00
1,1,2021-09-06,1330,25.5,24.6,93.8,929.5,719,929.6,0,28.8,24.4,1378,25.4,2021-09-06 13:30:00
1,1,2021-09-06,1400,26,25,92.7,929,724,929,0,29.8,24.7,1404,25.9,2021-09-06 14:00:00
1,1,2021-09-06,1430,26.3,25.2,92.2,928.5,729,928.5,0,30.5,24.9,1421,26.2,2021-09-06 14:30:00
1,1,2021-09-06,1500,26.4,25.3,91.8,928,732,928,0,30.9,25,1433,26.4,2021-09-06 15:00:00
1,1,2021-09-06,1530,26.5,25.3,90.9,927.5,737,927.5,0,31,24.9,1441,26.5,2021-09-06 15:30:00
1,1,2021-09-06,1600,26.5,25.2,90.9,927.2,740,927.2,0,30.7,24.9,1441,26.4,2021-09-06 16:00:00
1,1,2021-09-06,1630,26.4,25,90.5,926.9,742,926.9,0,30.5,24.7,1440,26.3,2021-09-06 16:30:00
1,1,2021-09-06,1700,26.3,24.9,90.3,926.7,744,926.7,0,30.2,24.5,1437,26.2,2021-09-06 17:00:00
1,1,2021-09-06,1730,26.1,24.8,89.6,926.5,745,926.6,0,29.7,24.2,1432,26,2021-09-06 17:30:00
1,1,2021-09-06,1800,26,24.6,89.6,926.5,746,926.6,0,29.7,24.2,1428,26,2021-09-06 18:00:00
1,1,2021-09-06,1830,25.8,24.1,88.2,926.5,746,926.6,0,28.8,23.7,1416,25.8,2021-09-06 18:30:00
1,1,2021-09-06,1900,25.4,23.8,88.5,926.7,745,926.7,0,27.9,23.3,1399,25.3,2021-09-06 19:00:00
1,1,2021-09-06,1930,25.2,23.4,87.5,926.9,743,926.9,0,27.4,22.9,1388,25.1,2021-09-06 19:30:00
1,1,2021-09-06,2000,25,23.2,86.3,927.2,740,927.2,0,27.1,22.6,1373,25,2021-09-06 20:00:00
1,1,2021-09-06,2030,24.8,22.9,85.5,927.7,735,927.8,0,26.6,22.2,1360,24.8,2021-09-06 20:30:00
1,1,2021-09-06,2100,24.6,22.5,84.8,928,732,928,0,26.1,21.8,1347,24.5,2021-09-06 21:00:00
1,1,2021-09-06,2130,24.3,22.2,84.3,928.2,731,928.3,0,25.6,21.4,1330,24.2,2021-09-06 21:30:00
1,1,2021-09-06,2200,24,21.9,84.2,928.2,731,928.2,0,25.4,21.2,1322,24,2021-09-06 22:00:00
1,1,2021-09-06,2230,23.8,21.7,84,928.2,730,928.3,0,25,20.9,1309,23.7,2021-09-06 22:30:00
1,1,2021-09-06,2300,23.5,21.4,84.3,928.4,729,928.4,0,24.6,20.7,1298,23.4,2021-09-06 23:00:00
1,1,2021-09-06,2330,23.2,21.2,84.3,928.5,727,928.6,0,24.4,20.4,1286,23.2,2021-09-06 23:30:00
1,1,2021-09-07,0000,23,21,84.6,928.7,727,928.6,0,24,20.2,1275,22.9,2021-09-07 00:00:00
1,1,2021-09-07,0030,22.7,20.7,84.5,928.9,724,928.9,0,23.8,19.9,1262,22.7,2021-09-07 00:30:00
1,1,2021-09-07,0100,22.5,20.6,85.8,928.9,726,928.9,0,23.4,20,1254,22.4,2021-09-07 01:00:00
1,1,2021-09-07,0130,22.3,20.6,86.1,929.2,723,929.2,0,23.3,19.9,1246,22.3,2021-09-07 01:30:00
1,1,2021-09-07,0200,22.2,20.5,86.3,928.9,724,928.9,0,23.2,19.8,1244,22.2,2021-09-07 02:00:00
1,1,2021-09-07,0230,22.1,20.4,86.4,929,724,929.1,0,23.1,19.7,1237,22.1,2021-09-07 02:30:00
1,1,2021-09-07,0300,20.9,19.5,78.4,929.4,720,929.4,0,21.2,17,1210,20.8,2021-09-07 03:00:00
1,1,2021-09-07,0330,20.1,17.5,78.4,929.5,719,929.6,0,20.3,16.3,1145,20.1,2021-09-07 03:30:00
1,1,2021-09-07,0400,18.7,16.5,81.2,929.7,716,929.8,0,18.7,15.4,1090,18.7,2021-09-07 04:00:00
1,1,2021-09-07,0430,17.7,15.6,81.8,929.7,717,929.7,0,17.5,14.6,1052,17.6,2021-09-07 04:30:00
1,1,2021-09-07,0500,16.7,14.7,82.3,930,715,930.1,0,16.6,13.7,1008,16.7,2021-09-07 05:00:00
1,1,2021-09-07,0530,16,14.4,84.9,930,715,930,0,16,13.5,984,16,2021-09-07 05:30:00
1,1,2021-09-07,0600,15.2,13.4,82.8,930.2,713,930.2,0,15.2,12.3,950,15.2,2021-09-07 06:00:00
1,1,2021-09-07,0630,14.1,12.1,80.7,930.4,712,930.4,0,14,10.9,904,14.1,2021-09-07 06:30:00
1,1,2021-09-07,0700,13.6,11.9,83,930.5,710,930.5,0,13.5,10.8,882,13.5,2021-09-07 07:00:00
1,1,2021-09-07,0730,13.3,11.8,85.7,930.7,708,930.8,0,13.2,10.9,868,13.2,2021-09-07 07:30:00
1,1,2021-09-07,0800,13.6,12.9,93.4,930.7,707,930.8,0,13.8,12.5,885,13.5,2021-09-07 08:00:00
1,1,2021-09-07,0830,14.6,14.4,98.2,930.9,706,930.9,0,15.1,14.3,928,14.5,2021-09-07 08:30:00
1,1,2021-09-07,0900,15.2,15,98.2,930.9,706,930.9,0,15.8,15,953,15.2,2021-09-07 09:00:00
1,1,2021-09-07,0930,15.5,15.1,96.7,931,706,931.1,0,16,15,961,15.5,2021-09-07 09:30:00
1,1,2021-09-07,1000,17.7,17.4,97.4,931,706,931,0,18.3,17.3,1051,17.7,2021-09-07 10:00:00
1,1,2021-09-07,1030,19.4,19.3,99.5,930.9,706,930.9,0,20.4,19.4,1123,19.4,2021-09-07 10:30:00
1,1,2021-09-07,1100,20.2,19.9,97.3,930.4,712,930.4,0,21.1,19.8,1160,20.2,2021-09-07 11:00:00
1,1,2021-09-07,1130,20.6,19.9,95.2,929.9,715,929.9,0,21.4,19.8,1176,20.5,2021-09-07 11:30:00
1,1,2021-09-07,1200,23.2,23.1,99.5,929.2,722,929.2,0,25.2,23.1,1295,23.2,2021-09-07 12:00:00
1,1,2021-09-07,1230,27.4,25.8,86,928.4,729,928.4,0,32.4,24.9,1445,27.4,2021-09-07 12:30:00
1,1,2021-09-07,1300,27.9,25.9,86,928.2,732,928.1,0,33.5,25.4,1486,27.9,2021-09-07 13:00:00
1,1,2021-09-07,1330,28.1,26.2,86.3,927.7,735,927.8,0,34.1,25.6,1496,28.1,2021-09-07 13:30:00
1,1,2021-09-07,1400,28,26.1,87.2,927.2,739,927.3,0,33.7,25.6,1497,27.9,2021-09-07 14:00:00
1,1,2021-09-07,1430,27.8,26.1,87.5,927,741,927.1,0,33.4,25.6,1494,27.8,2021-09-07 14:30:00
1,1,2021-09-07,1500,27.8,26.2,88.8,926.5,746,926.6,0,33.5,25.8,1499,27.7,2021-09-07 15:00:00
1,1,2021-09-07,1530,27.6,26.3,90.3,926.2,749,926.3,0,33.5,25.9,1499,27.6,2021-09-07 15:30:00
1,1,2021-09-07,1600,27.2,25.8,90,925.9,752,925.9,0,32.5,25.5,1487,27.2,2021-09-07 16:00:00
1,1,2021-09-07,1630,27,25.4,89.1,925.7,753,925.7,0,31.7,25,1477,26.9,2021-09-07 16:30:00
1,1,2021-09-07,1700,26.7,25.3,90.3,925.5,755,925.5,0,31.4,25,1469,26.7,2021-09-07 17:00:00
1,1,2021-09-07,1730,26.6,25.2,89.8,925.4,756,925.4,0,31,24.8,1468,26.6,2021-09-07 17:30:00
