SerialNumber,CalNum,DateTime,Date,Time,Week,Species,SpeciesID,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
LPS3038,2302602,10/1/2021 10:52,10/1/2021,1052,6,PIPO,PIPO11,78.8,23,25.2,11
LPS3038,2302602,10/1/2021 11:02,10/1/2021,1102,6,PIPO,PIPO12,111.9,23.3,30.9,13.5
LPS3038,2302602,10/1/2021 10:40,10/1/2021,1040,6,PIPO,PIPO15,79.8,23,25.2,10.8
LPS3038,2302602,10/1/2021 10:54,10/1/2021,1054,6,PIPO,PIPO17,80.6,23.1,25.4,11
LPS3038,2302602,10/1/2021 9:58,10/1/2021,958,6,PIPO,PIPO18,65,23.5,21.9,9.3
LPS3038,2302602,10/1/2021 10:23,10/1/2021,1023,6,PIPO,PIPO19,83.5,23.7,26,11.3
LPS3038,2302602,10/1/2021 10:18,10/1/2021,1018,6,PIPO,PIPO20,82.4,23.6,26,11.5
LPS3038,2302602,10/1/2021 10:16,10/1/2021,1016,6,PIPO,PIPO21,103.5,23.6,29.7,13.1
LPS3038,2302602,10/1/2021 10:05,10/1/2021,1005,6,PIPO,PIPO25,91.3,23.4,27.4,11.9
LPS3038,2302602,10/1/2021 10:45,10/1/2021,1045,6,PIPO,PIPO26,84.9,23.1,26.1,11.2
LPS3038,2302602,10/1/2021 10:59,10/1/2021,1059,6,PIPO,PIPO28,70.8,23.2,23.1,9.8
LPS3038,2302602,10/1/2021 9:59,10/1/2021,959,6,PIPO,PIPO30,73.6,23.5,24.1,10.5
LPS3038,2302602,10/1/2021 10:20,10/1/2021,1020,6,PIPO,PIPO31,71.8,23.7,23.5,10.2
LPS3038,2302602,10/1/2021 10:11,10/1/2021,1011,6,PIPO,PIPO33,77.3,23.3,25,11.1
LPS3038,2302602,10/1/2021 9:56,10/1/2021,956,6,PIPO,PIPO35,82.5,23.5,26.1,11.6
LPS3038,2302602,10/1/2021 10:50,10/1/2021,1050,6,PIPO,PIPO38,98.9,23,28.8,12.6
LPS3038,2302602,10/1/2021 10:48,10/1/2021,1048,6,PIPO,PIPO39,101.6,23,29.4,13
LPS3038,2302602,10/1/2021 10:08,10/1/2021,1008,6,PIPO,PIPO40,88.7,23.3,27.1,11.8
LPS3038,2302602,10/1/2021 9:53,10/1/2021,953,6,PIPO,PIPO41,90.1,23.6,27.3,11.9
LPS3038,2302602,10/1/2021 10:57,10/1/2021,1057,6,PIPO,PIPO46,66.1,23.1,22,9.2
LPS3038,2302602,10/1/2021 10:13,10/1/2021,1013,6,PIPO,PIPO50,119.1,23.4,31.8,13.8
LPS3038,2302602,10/1/2021 11:28,10/1/2021,1128,4,PSME,PSME03,297.3,23.6,47.9,21.6
LPS3038,2302602,10/1/2021 11:26,10/1/2021,1126,4,PSME,PSME04,265.9,23.6,46,20.5
LPS3038,2302602,10/1/2021 11:23,10/1/2021,1123,4,PSME,PSME05,283.2,23.6,47,21
LPS3038,2302602,10/1/2021 11:14,10/1/2021,1114,4,PSME,PSME06,247,23.5,44.3,19.3
LPS3038,2302602,10/1/2021 11:32,10/1/2021,1132,4,PSME,PSME07,246.7,23.7,44.8,20.1
LPS3038,2302602,10/1/2021 11:30,10/1/2021,1130,4,PSME,PSME08,353.5,23.7,50.1,22
LPS3038,2302602,10/1/2021 11:07,10/1/2021,1107,4,PSME,PSME09,297.4,23.4,47.4,20.8
LPS3038,2302602,10/1/2021 11:10,10/1/2021,1110,4,PSME,PSME10,254.7,23.4,45,19.9
LPS3038,2302602,10/1/2021 11:34,10/1/2021,1134,4,PSME,PSME11,224.8,23.8,43.1,19.2
LPS3038,2302602,10/1/2021 11:37,10/1/2021,1137,4,PSME,PSME12,195,23.8,40.6,18
LPS3038,2302602,10/1/2021 11:20,10/1/2021,1120,4,PSME,PSME13,302.6,23.7,48.2,21.7
LPS3038,2302602,10/1/2021 11:39,10/1/2021,1139,4,PSME,PSME14,314.2,23.7,48.7,21.9
LPS3038,2302602,10/1/2021 11:41,10/1/2021,1141,4,PSME,PSME15,343.1,23.7,50.3,22.7
LPS3038,2302602,10/1/2021 11:18,10/1/2021,1118,4,PSME,PSME28,251,23.6,44.7,19.7
LPS3038,2302602,10/1/2021 11:44,10/1/2021,1144,4,PSME,PSME29,386.2,23.5,52,23.5
LPS3038,2302602,10/1/2021 11:16,10/1/2021,1116,4,PSME,PSME30,256.8,23.6,45.1,19.9
LPS3038,2302602,10/1/2021 11:47,10/1/2021,1147,4,PSME,PSME31,307.3,23.5,48.2,21.4
LPS3038,2302602,10/1/2021 11:49,10/1/2021,1149,4,PSME,PSME32,476.5,23.6,54.6,24
LPS3038,2302602,10/1/2021 12:01,10/1/2021,1201,4,PSME,PSME33,291.8,23.6,47.4,21
LPS3038,2302602,10/1/2021 11:59,10/1/2021,1159,4,PSME,PSME34,338.8,23.6,49.8,22.2
LPS3038,2302602,10/1/2021 11:57,10/1/2021,1157,4,PSME,PSME35,304.6,23.6,48,21.2
LPS3038,2302602,10/1/2021 11:54,10/1/2021,1154,4,PSME,PSME36,358.6,23.8,50.9,22.9
LPS3038,2302602,10/1/2021 11:12,10/1/2021,1112,4,PSME,PSME37,310.7,23.5,48.6,21.8
LPS3038,2302602,10/1/2021 11:52,10/1/2021,1152,4,PSME,PSME38,226.8,23.7,43.6,19.8
LPS3038,2302602,10/1/2021 12:03,10/1/2021,1203,4,PSME,PSME39,258.1,23.6,45.6,20.5
LPS3038,2302602,10/1/2021 12:05,10/1/2021,1205,4,PSME,PSME40,341.9,23.7,50,22.3
LPS3038,2202301,10/7/2021 13:41,10/7/2021,1341,7,PIED,PIED01,93.9,24.6,26.4,11.9
LPS3038,2202301,10/7/2021 13:55,10/7/2021,1355,7,PIED,PIED03,124,24.7,30.4,13.2
LPS3038,2202301,10/7/2021 13:15,10/7/2021,1315,7,PIED,PIED04,180,24.6,37.5,17
LPS3038,2202301,10/7/2021 13:29,10/7/2021,1329,7,PIED,PIED06,94.5,24.7,26.7,12.1
LPS3038,2202301,10/7/2021 13:50,10/7/2021,1350,7,PIED,PIED07,117,24.6,29.9,13.3
LPS3038,2202301,10/7/2021 13:19,10/7/2021,1319,7,PIED,PIED10,158,24.7,34.4,14.9
LPS3038,2202301,10/7/2021 14:06,10/7/2021,1406,7,PIED,PIED12,53.3,25,17.8,7.8
LPS3038,2202301,10/7/2021 13:14,10/7/2021,1314,7,PIED,PIED13,66.1,24.6,20.7,9
LPS3038,2202301,10/7/2021 13:21,10/7/2021,1321,7,PIED,PIED15,96.6,24.7,26.9,12.2
LPS3038,2202301,10/7/2021 13:07,10/7/2021,1307,7,PIED,PIED16,172.8,24.7,37.2,17.3
LPS3038,2202301,10/7/2021 13:17,10/7/2021,1317,7,PIED,PIED17,76,24.7,22.7,10
LPS3038,2202301,10/7/2021 8:47,10/7/2021,847,7,PIED,PIED18,63.8,24.1,19.8,8.4
LPS3038,2202301,10/7/2021 8:39,10/7/2021,839,7,PIED,PIED19,69.4,23.8,20,7.8
LPS3038,2202301,10/7/2021 8:49,10/7/2021,849,7,PIED,PIED21,87.5,24.2,24.7,10.6
LPS3038,2202301,10/7/2021 13:39,10/7/2021,1339,7,PIED,PIED22,100.3,24.6,27.5,12.4
LPS3038,2202301,10/7/2021 13:04,10/7/2021,1304,7,PIED,PIED23,117.4,24.6,30.1,13.6
LPS3038,2202301,10/7/2021 8:46,10/7/2021,846,7,PIED,PIED26,84,24,22.9,9
LPS3038,2202301,10/7/2021 13:59,10/7/2021,1359,7,PIED,PIED28,68.5,24.9,21.1,9.1
LPS3038,2202301,10/7/2021 13:09,10/7/2021,1309,7,PIED,PIED30,222.6,24.7,40.8,18.2
LPS3038,2202301,10/7/2021 13:26,10/7/2021,1326,7,PIED,PIED31,65.3,24.7,21,9.5
LPS3038,2202301,10/7/2021 14:01,10/7/2021,1401,7,PIED,PIED32,131,25,31.5,13.8
LPS3038,2202301,10/7/2021 8:37,10/7/2021,837,7,PIED,PIED33,78.1,23.6,23.2,10.2
LPS3038,2202301,10/7/2021 13:52,10/7/2021,1352,7,PIED,PIED34,108.6,24.7,28.1,12.1
LPS3038,2202301,10/7/2021 13:24,10/7/2021,1324,7,PIED,PIED35,55.3,24.7,18.2,8
LPS3038,2202301,10/7/2021 13:46,10/7/2021,1346,7,PIED,PIED36,255.6,24.7,43.6,19.8
LPS3038,2202301,10/7/2021 8:34,10/7/2021,834,7,PIED,PIED37,75.4,23.4,21.3,8.4
LPS3038,2202301,10/7/2021 13:57,10/7/2021,1357,7,PIED,PIED38,144.9,24.8,33.4,14.9
LPS3038,2202301,10/7/2021 14:08,10/7/2021,1408,7,PIED,PIED39,174.7,24.9,36.7,16.4
LPS3038,2202301,10/7/2021 8:41,10/7/2021,841,7,PIED,PIED40,63.6,23.9,20,8.6
LPS3038,2202301,10/7/2021 8:51,10/7/2021,851,7,PIED,PIED42,112.3,24.3,27.6,11.1
LPS3038,2202301,10/7/2021 13:32,10/7/2021,1332,7,PIED,PIED43,58.9,24.7,19.2,8.4
LPS3038,2202301,10/7/2021 8:33,10/7/2021,833,7,PIED,PIED44,81,23.3,23.7,10.3
LPS3038,2202301,10/7/2021 14:03,10/7/2021,1403,7,PIED,PIED46,95.8,25,26.6,11.9
LPS3038,2202301,10/7/2021 8:29,10/7/2021,829,7,PIED,PIED47,67.5,23.1,20.7,8.8
LPS3038,2202301,10/7/2021 8:53,10/7/2021,853,7,PIED,PIED49,68.7,24.4,20.9,8.9
LPS3038,2202301,10/7/2021 12:32,10/7/2021,1232,7,PIPO,PIPO01,117.9,24.6,30,13.4
LPS3038,2202301,10/7/2021 12:27,10/7/2021,1227,7,PIPO,PIPO02,62.1,24.6,19.9,8.8
LPS3038,2202301,10/7/2021 12:44,10/7/2021,1244,7,PIPO,PIPO04,63.7,24.9,20.8,9.5
LPS3038,2202301,10/7/2021 12:52,10/7/2021,1252,7,PIPO,PIPO05,72.8,24.9,22.6,10.3
LPS3038,2202301,10/7/2021 12:22,10/7/2021,1222,7,PIPO,PIPO08,58.4,24.7,19.4,8.8
LPS3038,2202301,10/7/2021 12:38,10/7/2021,1238,7,PIPO,PIPO11,80.3,24.9,23.8,10.7
LPS3038,2202301,10/7/2021 12:53,10/7/2021,1253,7,PIPO,PIPO12,131.4,25,31.9,14.3
LPS3038,2202301,10/7/2021 12:30,10/7/2021,1230,7,PIPO,PIPO15,94.7,24.6,26.9,12.4
LPS3038,2202301,10/7/2021 12:47,10/7/2021,1247,7,PIPO,PIPO17,80.5,24.9,24.1,11
LPS3038,2202301,10/7/2021 12:01,10/7/2021,1201,7,PIPO,PIPO18,85.3,24.1,25.1,11.4
LPS3038,2202301,10/7/2021 12:18,10/7/2021,1218,7,PIPO,PIPO19,137.1,24.6,32.6,14.6
LPS3038,2202301,10/7/2021 12:16,10/7/2021,1216,7,PIPO,PIPO20,79,24.6,24.2,11.2
LPS3038,2202301,10/7/2021 12:06,10/7/2021,1206,7,PIPO,PIPO21,125.4,24.4,31.4,14.3
LPS3038,2202301,10/7/2021 12:20,10/7/2021,1220,7,PIPO,PIPO25,86.9,24.7,25.3,11.5
LPS3038,2202301,10/7/2021 12:34,10/7/2021,1234,7,PIPO,PIPO26,62.1,24.7,19.9,8.7
LPS3038,2202301,10/7/2021 12:42,10/7/2021,1242,7,PIPO,PIPO28,69.2,24.9,22,10.1
LPS3038,2202301,10/7/2021 12:24,10/7/2021,1224,7,PIPO,PIPO30,69.5,24.7,21.9,10
LPS3038,2202301,10/7/2021 12:14,10/7/2021,1214,7,PIPO,PIPO31,48.1,24.5,16.3,7
LPS3038,2202301,10/7/2021 12:04,10/7/2021,1204,7,PIPO,PIPO33,97.1,24.3,27.1,12.3
LPS3038,2202301,10/7/2021 12:00,10/7/2021,1200,7,PIPO,PIPO35,57.8,23.9,18.4,7.7
LPS3038,2202301,10/7/2021 12:40,10/7/2021,1240,7,PIPO,PIPO38,109.9,24.9,28.9,13
LPS3038,2202301,10/7/2021 12:36,10/7/2021,1236,7,PIPO,PIPO39,84.4,24.8,24.5,10.8
LPS3038,2202301,10/7/2021 12:12,10/7/2021,1212,7,PIPO,PIPO40,49.8,24.4,17.1,7.6
LPS3038,2202301,10/7/2021 11:57,10/7/2021,1157,7,PIPO,PIPO41,68.2,23.5,20.8,8.8
LPS3038,2202301,10/7/2021 12:49,10/7/2021,1249,7,PIPO,PIPO46,64.1,24.9,20.6,9.3
LPS3038,2202301,10/7/2021 12:08,10/7/2021,1208,7,PIPO,PIPO50,101.6,24.4,27.6,12.4
LPS3038,2302402,10/8/2021 16:28,10/8/2021,1628,2,PIEN,PIEN03,290.6,25.1,47.1,22.2
LPS3038,2302402,10/8/2021 16:26,10/8/2021,1626,2,PIEN,PIEN04,227.4,25,42.8,19.9
LPS3038,2302402,10/8/2021 16:24,10/8/2021,1624,2,PIEN,PIEN05,182.7,25,38.7,17.8
LPS3038,2302402,10/8/2021 16:44,10/8/2021,1644,2,PIEN,PIEN06,155.3,24.9,36.1,16.7
LPS3038,2302402,10/8/2021 16:39,10/8/2021,1639,2,PIEN,PIEN07,169.5,25.1,37.4,17.2
LPS3038,2302402,10/8/2021 16:33,10/8/2021,1633,2,PIEN,PIEN08,121.7,25.1,32.5,15.5
LPS3038,2302402,10/8/2021 16:35,10/8/2021,1635,2,PIEN,PIEN09,228,25.1,43,20.2
LPS3038,2302402,10/8/2021 16:31,10/8/2021,1631,2,PIEN,PIEN10,171.7,25.1,38.3,18.1
LPS3038,2302402,10/8/2021 16:41,10/8/2021,1641,2,PIEN,PIEN11,128.2,25,33.4,16
LPS3038,2302402,10/8/2021 16:48,10/8/2021,1648,2,PIEN,PIEN12,356.1,24.9,50.1,23.2
LPS3038,2302402,10/8/2021 16:46,10/8/2021,1646,2,PIEN,PIEN13,253.2,24.9,44.5,20.6
LPS3038,2302402,10/8/2021 16:37,10/8/2021,1637,2,PIEN,PIEN14,243.8,25.1,44,20.5
LPS3038,2302402,10/8/2021 16:50,10/8/2021,1650,2,PIEN,PIEN15,280,24.8,46.3,21.5
LPS3038,2302402,10/8/2021 15:58,10/8/2021,1558,2,PIEN,PIEN28,233.6,25,43.6,20.6
LPS3038,2302402,10/8/2021 15:55,10/8/2021,1555,2,PIEN,PIEN29,157.3,25,36.7,17.4
LPS3038,2302402,10/8/2021 15:53,10/8/2021,1553,2,PIEN,PIEN30,134.8,25,33.7,15.7
LPS3038,2302402,10/8/2021 16:10,10/8/2021,1610,2,PIEN,PIEN31,211.4,25.1,41.4,19.1
LPS3038,2302402,10/8/2021 16:08,10/8/2021,1608,2,PIEN,PIEN32,145.7,25.2,34.8,16
LPS3038,2302402,10/8/2021 16:05,10/8/2021,1605,2,PIEN,PIEN33,161.9,25.1,37.4,17.8
LPS3038,2302402,10/8/2021 16:02,10/8/2021,1602,2,PIEN,PIEN34,218.5,25.1,42.2,19.7
LPS3038,2302402,10/8/2021 16:00,10/8/2021,1600,2,PIEN,PIEN35,223.4,25.1,42.1,19.3
LPS3038,2302402,10/8/2021 16:20,10/8/2021,1620,2,PIEN,PIEN36,339.1,25.2,49.5,23.1
LPS3038,2302402,10/8/2021 16:18,10/8/2021,1618,2,PIEN,PIEN37,125.2,25.2,32.9,15.6
LPS3038,2302402,10/8/2021 16:17,10/8/2021,1617,2,PIEN,PIEN38,177.9,25.2,38.4,17.8
LPS3038,2302402,10/8/2021 16:14,10/8/2021,1614,2,PIEN,PIEN39,234.9,25.2,43.3,20.2
LPS3038,2302402,10/8/2021 16:12,10/8/2021,1612,2,PIEN,PIEN40,235.4,25.1,43.1,19.8
LPS3038,2302402,10/8/2021 15:30,10/8/2021,1530,5,PIFL,PIFL03,125.5,25.1,32.4,15
LPS3038,2302402,10/8/2021 15:28,10/8/2021,1528,5,PIFL,PIFL04,177.7,25,38.1,17.3
LPS3038,2302402,10/8/2021 15:26,10/8/2021,1526,5,PIFL,PIFL05,317.2,25.1,47.7,21.6
LPS3038,2302402,10/8/2021 15:40,10/8/2021,1540,5,PIFL,PIFL06,99.1,24.8,28.4,13.1
LPS3038,2302402,10/8/2021 15:38,10/8/2021,1538,5,PIFL,PIFL07,210.4,24.9,41,18.6
LPS3038,2302402,10/8/2021 15:36,10/8/2021,1536,5,PIFL,PIFL08,128.8,24.9,32.6,14.9
LPS3038,2302402,10/8/2021 15:34,10/8/2021,1534,5,PIFL,PIFL09,118.4,25.1,31.2,14.3
LPS3038,2302402,10/8/2021 15:32,10/8/2021,1532,5,PIFL,PIFL10,115.5,25.1,30.6,13.9
LPS3038,2302402,10/8/2021 15:51,10/8/2021,1551,5,PIFL,PIFL11,156.3,25,36.3,16.9
LPS3038,2302402,10/8/2021 15:48,10/8/2021,1548,5,PIFL,PIFL12,213.6,24.9,41.9,19.7
LPS3038,2302402,10/8/2021 15:46,10/8/2021,1546,5,PIFL,PIFL13,151.7,24.9,35.7,16.6
LPS3038,2302402,10/8/2021 15:44,10/8/2021,1544,5,PIFL,PIFL14,182.5,24.9,39.1,18.2
LPS3038,2302402,10/8/2021 15:42,10/8/2021,1542,5,PIFL,PIFL15,176.7,24.8,38,17.3
LPS3038,2302402,10/8/2021 14:56,10/8/2021,1456,5,PIFL,PIFL28,137.2,25.2,33.9,15.7
LPS3038,2302402,10/8/2021 14:58,10/8/2021,1458,5,PIFL,PIFL29,129.6,25.1,33.4,15.8
LPS3038,2302402,10/8/2021 14:59,10/8/2021,1459,5,PIFL,PIFL30,463,25.1,53.7,24.4
LPS3038,2302402,10/8/2021 15:11,10/8/2021,1511,5,PIFL,PIFL31,120.3,25.1,31.5,14.5
LPS3038,2302402,10/8/2021 15:08,10/8/2021,1508,5,PIFL,PIFL32,142.5,25.2,34.3,15.7
LPS3038,2302402,10/8/2021 15:04,10/8/2021,1504,5,PIFL,PIFL33,119.8,25.2,31.9,14.9
LPS3038,2302402,10/8/2021 15:03,10/8/2021,1503,5,PIFL,PIFL34,126.5,25.1,32.4,14.9
LPS3038,2302402,10/8/2021 15:24,10/8/2021,1524,5,PIFL,PIFL35,144.5,25.1,34.8,16.1
LPS3038,2302402,10/8/2021 15:20,10/8/2021,1520,5,PIFL,PIFL36,170.6,24.9,37.8,17.5
LPS3038,2302402,10/8/2021 15:18,10/8/2021,1518,5,PIFL,PIFL37,98.8,24.9,28.2,12.9
LPS3038,2302402,10/8/2021 15:14,10/8/2021,1514,5,PIFL,PIFL38,283.3,25,46.7,21.9
LPS3038,2302402,10/8/2021 15:06,10/8/2021,1506,5,PIFL,PIFL39,173.4,25.2,38.3,18.1
LPS3038,2302402,10/8/2021 15:16,10/8/2021,1516,5,PIFL,PIFL40,130.4,24.9,33.3,15.7
LPS3038,2302402,10/8/2021 14:19,10/8/2021,1419,5,PSME,PSME03,259.8,23.9,44.7,20.4
LPS3038,2302402,10/8/2021 14:21,10/8/2021,1421,5,PSME,PSME04,120.4,24.1,31.7,14.6
LPS3038,2302402,10/8/2021 14:22,10/8/2021,1422,5,PSME,PSME05,188,24.3,39.3,18.1
LPS3038,2302402,10/8/2021 14:07,10/8/2021,1407,5,PSME,PSME06,141.3,23.2,34.2,15.6
LPS3038,2302402,10/8/2021 14:24,10/8/2021,1424,5,PSME,PSME07,156.4,24.4,36.3,16.8
LPS3038,2302402,10/8/2021 14:26,10/8/2021,1426,5,PSME,PSME08,254.8,24.5,44.5,20.5
LPS3038,2302402,10/8/2021 13:59,10/8/2021,1359,5,PSME,PSME09,103.2,22.9,29.7,14.2
LPS3038,2302402,10/8/2021 14:01,10/8/2021,1401,5,PSME,PSME10,157.2,22.9,36.6,17.1
LPS3038,2302402,10/8/2021 14:27,10/8/2021,1427,5,PSME,PSME11,123.4,24.6,32.1,14.8
LPS3038,2302402,10/8/2021 14:29,10/8/2021,1429,5,PSME,PSME12,196.3,24.6,40.3,18.8
LPS3038,2302402,10/8/2021 14:15,10/8/2021,1415,5,PSME,PSME13,225.7,23.8,42.4,19.5
LPS3038,2302402,10/8/2021 14:31,10/8/2021,1431,5,PSME,PSME14,230.5,24.7,42.9,19.8
LPS3038,2302402,10/8/2021 14:32,10/8/2021,1432,5,PSME,PSME15,228.1,24.8,42.5,19.5
LPS3038,2302402,10/8/2021 14:13,10/8/2021,1413,5,PSME,PSME28,170,23.6,37.4,17.1
LPS3038,2302402,10/8/2021 14:35,10/8/2021,1435,5,PSME,PSME29,237.4,24.8,43.2,19.8
LPS3038,2302402,10/8/2021 14:10,10/8/2021,1410,5,PSME,PSME30,97.3,23.4,28.4,13.3
LPS3038,2302402,10/8/2021 14:39,10/8/2021,1439,5,PSME,PSME31,328.6,24.8,48.7,22.4
LPS3038,2302402,10/8/2021 14:37,10/8/2021,1437,5,PSME,PSME32,429.4,24.8,52.8,24.3
LPS3038,2302402,10/8/2021 14:41,10/8/2021,1441,5,PSME,PSME33,322.4,25,48.3,22.2
LPS3038,2302402,10/8/2021 14:43,10/8/2021,1443,5,PSME,PSME34,173.6,25.1,38.2,17.8
LPS3038,2302402,10/8/2021 14:48,10/8/2021,1448,5,PSME,PSME35,273.4,25.3,45.9,21.4
LPS3038,2302402,10/8/2021 14:52,10/8/2021,1452,5,PSME,PSME36,222.5,25.3,42.4,19.7
LPS3038,2302402,10/8/2021 14:03,10/8/2021,1403,5,PSME,PSME37,265.8,23,44.8,20.2
LPS3038,2302402,10/8/2021 14:50,10/8/2021,1450,5,PSME,PSME38,116.2,25.3,31.2,14.6
LPS3038,2302402,10/8/2021 14:46,10/8/2021,1446,5,PSME,PSME39,246.6,25.2,43.5,19.6
LPS3038,2302402,10/8/2021 14:45,10/8/2021,1445,5,PSME,PSME40,177.7,25.1,38.2,17.5
LPS3038,2002202,10/14/2021 13:16,10/14/2021,1316,8,PIED,PIED01,103.9,22.8,26.9,11.7
LPS3038,2002202,10/14/2021 13:25,10/14/2021,1325,8,PIED,PIED03,123.4,23,29.7,13
LPS3038,2002202,10/14/2021 14:22,10/14/2021,1422,8,PIED,PIED04,46.8,23.3,15,6.1
LPS3038,2002202,10/14/2021 14:27,10/14/2021,1427,8,PIED,PIED06,72,23.4,20.9,8.8
LPS3038,2002202,10/14/2021 13:20,10/14/2021,1320,8,PIED,PIED07,196.7,22.9,37.9,16.8
LPS3038,2002202,10/14/2021 14:11,10/14/2021,1411,8,PIED,PIED10,79.4,23.1,22.9,10.1
LPS3038,2002202,10/14/2021 13:37,10/14/2021,1337,8,PIED,PIED12,48.2,23.3,15.4,6.4
LPS3038,2002202,10/14/2021 14:20,10/14/2021,1420,8,PIED,PIED13,52.1,23.2,16.4,6.7
LPS3038,2002202,10/14/2021 14:13,10/14/2021,1413,8,PIED,PIED15,144.9,23.1,32.9,14.8
LPS3038,2002202,10/14/2021 14:16,10/14/2021,1416,8,PIED,PIED16,57.6,23.1,17.8,7.5
LPS3038,2002202,10/14/2021 14:08,10/14/2021,1408,8,PIED,PIED17,146.3,23.2,33,14.7
LPS3038,2002202,10/14/2021 13:18,10/14/2021,1318,8,PIED,PIED22,60.4,22.8,18.5,7.8
LPS3038,2002202,10/14/2021 14:15,10/14/2021,1415,8,PIED,PIED23,48.1,23.1,15.5,6.4
LPS3038,2002202,10/14/2021 13:29,10/14/2021,1329,8,PIED,PIED28,53.1,23.1,16.7,6.9
LPS3038,2002202,10/14/2021 14:18,10/14/2021,1418,8,PIED,PIED30,115.1,23.2,28.5,12.4
LPS3038,2002202,10/14/2021 14:25,10/14/2021,1425,8,PIED,PIED31,50.6,23.4,16.1,6.7
LPS3038,2002202,10/14/2021 13:30,10/14/2021,1330,8,PIED,PIED32,50.5,23.2,16,6.6
LPS3038,2002202,10/14/2021 14:31,10/14/2021,1431,8,PIED,PIED33,52.4,23.5,16.5,6.8
LPS3038,2002202,10/14/2021 13:22,10/14/2021,1322,8,PIED,PIED34,69.8,23,20.7,8.9
LPS3038,2002202,10/14/2021 14:24,10/14/2021,1424,8,PIED,PIED35,46.8,23.3,14.8,5.9
LPS3038,2002202,10/14/2021 13:14,10/14/2021,1314,8,PIED,PIED36,193.1,22.8,37.1,16
LPS3038,2002202,10/14/2021 13:27,10/14/2021,1327,8,PIED,PIED38,61.7,23.1,19,8.1
LPS3038,2002202,10/14/2021 13:34,10/14/2021,1334,8,PIED,PIED39,166.7,23.3,34.7,15
LPS3038,2002202,10/14/2021 14:29,10/14/2021,1429,8,PIED,PIED43,53.3,23.4,16.9,7.1
LPS3038,2002202,10/14/2021 13:32,10/14/2021,1332,8,PIED,PIED46,86.6,23.2,24.1,10.6
LPS3038,2002202,10/14/2021 13:11,10/14/2021,1311,8,PIED,PIED49,73.5,22.8,21.2,8.9
LPS3038,2002202,10/14/2021 9:42,10/14/2021,942,3,PIEN,PIEN03,144.6,20.9,32.4,14.1
LPS3038,2002202,10/14/2021 9:39,10/14/2021,939,3,PIEN,PIEN04,109.4,20.9,27.6,11.9
LPS3038,2002202,10/14/2021 9:36,10/14/2021,936,3,PIEN,PIEN05,160.2,21,34,14.6
LPS3038,2002202,10/14/2021 9:53,10/14/2021,953,3,PIEN,PIEN06,165.5,21,34.9,15.3
LPS3038,2002202,10/14/2021 10:00,10/14/2021,1000,3,PIEN,PIEN07,126.3,21,30.6,13.7
LPS3038,2002202,10/14/2021 9:49,10/14/2021,949,3,PIEN,PIEN08,107.9,20.9,27.7,12.1
LPS3038,2002202,10/14/2021 9:48,10/14/2021,948,3,PIEN,PIEN09,161.7,20.9,34.4,15
LPS3038,2002202,10/14/2021 9:52,10/14/2021,952,3,PIEN,PIEN10,79,20.9,22.9,10.1
LPS3038,2002202,10/14/2021 10:02,10/14/2021,1002,3,PIEN,PIEN11,157.2,21,33.8,14.6
LPS3038,2002202,10/14/2021 9:56,10/14/2021,956,3,PIEN,PIEN12,180.3,21,35.9,15.4
LPS3038,2002202,10/14/2021 9:58,10/14/2021,958,3,PIEN,PIEN13,174.9,21,35.9,15.8
LPS3038,2002202,10/14/2021 9:45,10/14/2021,945,3,PIEN,PIEN14,202,20.9,38.2,16.6
LPS3038,2002202,10/14/2021 10:04,10/14/2021,1004,3,PIEN,PIEN15,100.5,21,26.5,11.6
LPS3038,2002202,10/14/2021 9:10,10/14/2021,910,3,PIEN,PIEN28,125.1,21.2,30.4,13.6
LPS3038,2002202,10/14/2021 9:07,10/14/2021,907,3,PIEN,PIEN29,108.9,21.2,27.8,12.2
LPS3038,2002202,10/14/2021 9:04,10/14/2021,904,3,PIEN,PIEN30,96.3,21.2,25.7,11.1
LPS3038,2002202,10/14/2021 9:32,10/14/2021,932,3,PIEN,PIEN31,108.2,21.1,27.8,12.3
LPS3038,2002202,10/14/2021 9:29,10/14/2021,929,3,PIEN,PIEN32,76.4,21.1,22.4,9.8
LPS3038,2002202,10/14/2021 9:18,10/14/2021,918,3,PIEN,PIEN33,84.6,21.2,23.7,10.3
LPS3038,2002202,10/14/2021 9:15,10/14/2021,915,3,PIEN,PIEN34,127.4,21.1,30.3,13.2
LPS3038,2002202,10/14/2021 9:12,10/14/2021,912,3,PIEN,PIEN35,133.5,21.2,30.9,13.3
LPS3038,2002202,10/14/2021 9:30,10/14/2021,930,3,PIEN,PIEN36,227,21.1,40.1,17.4
LPS3038,2002202,10/14/2021 9:27,10/14/2021,927,3,PIEN,PIEN37,93,21.1,25.5,11.3
LPS3038,2002202,10/14/2021 9:25,10/14/2021,925,3,PIEN,PIEN38,70.4,21.1,21.1,9.3
LPS3038,2002202,10/14/2021 9:23,10/14/2021,923,3,PIEN,PIEN39,103.9,21.1,26.9,11.7
LPS3038,2002202,10/14/2021 9:20,10/14/2021,920,3,PIEN,PIEN40,127.9,21.2,30.2,12.9
LPS3038,2002202,10/14/2021 12:46,10/14/2021,1246,6,PIFL,PIFL03,102.9,22.7,26.6,11.5
